vacancy_id,employer,name,salary_row,salary,salary_from,salary_to,experience,schedule,skills,description,address,url,query
30442878,ООО МедиаСофт,Middle / Senior Java developer,от 80 000 до 200 000 руб. на руки,True,80000.0,200000.0,3–6 лет,"Полная занятость, гибкий график","['Java', 'Spring', 'Spring Boot', 'Hibernate', 'JUnit', 'PostgreSQL']","Привет, мы — MediaSoft.team! Мы разрабатываем сложные веб-системы, бэкенды, мобильные приложения и highload-проекты для бизнеса с 2014 года. У нас в команде 250+ разработчиков по направлениям backend, frontend, mobile, qa и аналитика. Наши офисы находятся в Ульяновске, Санкт-Петербурге, Самаре, Москве и Ростове-на-дону (FIRECODE). У нас точно хватит задач, которые покажутся тебе интересными. А в коллективе точно найдутся эксперты, которые знают больше. Мы предоставим тебе возможность развиваться в той области и писать на тех языках, которые тебе нравятся. Чтобы было понятнее, какие задачи решаются нашей командой, на сайте mediasoft.team есть кейсы с Хабра. Мы уверены, что ты каждый день работаешь с ООП, принципами SOLID, паттернами проектирования, Java, SQL и системами контроля версий. Здорово, если ты знаешь:  Spring (DI/IoC, Data, WebMVC), Spring Boot, Hibernate, JUnit, Web (Servlets, REST, SOAP), XML (JAXB / SAX, XSL), Maven, Gradle, Oracle/PostgreSQL, Kafka, Liquibase/FlyWay, Jakarta EE, Docker; Как разбираться в чужом коде и вносить в него изменения, работать с легаси; Английский язык.  И еще лучше, если ты можешь и хочешь участвовать в выстраивании процессов в команде, знаешь о методологиях, проводишь Code Review и готов к менторству. Само собой, у нас белая зарплата, есть больничные и отпуска, мощная техника на рабочем месте с необходимыми характеристиками. В общем, все как положено. От нас:   Аккредитованная it-компания.   Гибкий график — учитываем режим сов, жаворонков, интровертов и социофобов.   Пересмотр зарплаты несколько раз в год.   Мерч — одеваем с ног до головы в корпоративную одежду и дарим подарки детям сотрудников к Новому году.   Комфортная рабочая среда:     Грамотно руководим: наши руководители прошли путь в компании от разработчиков до управленцев — они знают, как построить эффективные и удобные рабочие процессы.   Обучаем команду: проводим лекции и мастер-классы на собственной образовательной площадке — Академия разработки MediaSoft; поддерживаем библиотеку с технической литературой.   Любим хорошо отдохнуть: громко шумим два раза в год на наших корпоративах и регулярно собираемся вместе в офисе, на турбазе или в баре.   Открыты к идеям, предложениям и творческим порывам.   Мы рады тем, кто разделяет наши ценности и хочет стать частью команды.Давайте работать вместе!Ключевые навыкиJavaSpringSpring BootHibernateJUnitPostgreSQLКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресУльяновск, улица Карла Маркса, 13Ак3Показать на большой карте","Ульяновск, улица Карла Маркса, 13Ак3",https://hh.ru/vacancy/30442878,['data analyst']
34285397,Saber Interactive,Программист игровой логики (Gameplay programmer),з/п не указана,False,,,1–3 года,"Полная занятость, полный день","['Gamedev', 'ООП', 'UE4', 'Unity', 'Game Programming', 'Unreal Engine 4', 'Разработка компьютерных Игр', 'игровая логика', 'AI', 'UI']","Saber Interactive — одна их ведущих игровых компаний в мире. Мы разрабатываем собственные проекты для всех основных платформ, обеспечиваем поддержку играм других студий и занимаемся издательством. Среди наших партнеров Crytek, 2K и Tripwire Interactive. В игры Saber играют миллионы человек. Это всемирно известные World War Z, SnowRunner, Halo: The Master Chief Collection, Quake Champions, TimeShift и многие другие. Наши команды также перенесли на Nintendo Switch третьего «Ведьмака» и адаптировали трилогию Crysis под новые платформы. Сейчас мы работаем над несколькими грандиозными AAA-проектами и нам нужны программисты игровой логики, которые пополнят нашу команду отличных специалистов. Некоторые из игр, над которыми вы будете работать, еще даже не анонсированы. Так что если хотите первыми прикоснуться к эпичному, а затем увидеть свое имя в титрах, читайте подробности ниже и присылайте свое резюме!  Давайте делать классные игры вместе!   Задачи, которые мы предлагаем:   Дизайн и реализация игровых систем (игровые режимы, оружие, абилки, физика машин и многое другое);   Внедрение UI-элементов в игровую логику;   Разработка искусственного интеллекта (AI);   Тесное взаимодействие с другими отделами (художники, гейм-дизайнеры, тестировщики).   Человек, которого мы ищем, имеет:   Большой игровой опыт, энтузиазм и интерес к играм;   Опыт коммерческой разработки;   Понимание основных принципов и лучших практик ООП;   Понимание основ алгоритмов и структур данных;   Технический английский (на уровне чтения технической документации).   Приветствуется:   Знакомство с игровыми движками (Unreal Engine, Unity и др.);   Опыт разработки игровых проектов (коммерческий, pet-project, indie);   Опыт участия в разработке клиент-серверных приложений;   Опыт работы со средствами совместной разработки: системы контроля версий, системы баг-трекинга;   Коммуникабельность, ответственность, усидчивость, творческое мышление, внимание к деталям, умение и желание работать в коллективе единомышленников.   Помимо интересных задач и возможностей развития, мы предлагаем:   Участие в амбициозных проектах мирового уровня;   Работу в команде профессионалов, у которых есть, чему поучиться;   Возможность участия во внутренних play-тестах всех наших проектов;   Доступ ко внутренней игровой библиотеке;   Корпоративную скидку в фитнес-клуб/бассейн;   Бесплатное обучение английскому языку;   Отсутствие дресс-кода;   Оплата больничных в 100% размере;   ДМС;   Гибкое начало рабочего дня (с 10 до 12);   Заработная плата по итогам собеседования;   Оформление по ТК РФ.      Ключевые навыкиGamedevООПUE4UnityGame ProgrammingUnreal Engine 4Разработка компьютерных Игригровая логикаAIUIЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/34285397,"['машинное обучение', 'инженер данных', 'Artificial intelligence']"
35533373,RAKETA,Project manager,з/п не указана,False,,,1–3 года,"Полная занятость, полный день","['Управление проектами', 'Моделирование бизнес процессов', 'Работа в команде', 'руководство командой разработчиков']","Привет! В Ракету нужен менеджер проектов. Что такое Ракета? Это цифровая платформа для организации командировок и управления расходами. Ракета интегрирована со всеми глобальными системами поиска авиабилетов, крупными поставщиками жд-билетов и самыми известными интеграторами отелей. У нас работают разработчики (front и back), менеджеры проектов, дизайнеры, devOps, тестировщики, тех. поддержка и аналитики. Сейчас нам нужны опытные менеджеры проектов. Что мы ждем от менеджера проектов?   Аналитический склад ума, системное мышление.   Опыт работы системным аналитиком, бизнес-аналитиком или менеджером проектов от 1 года.   Умение общаться с заинтересованными лицами, соответственно владеть грамотной устной и письменной речью. Понимать деловой этикет.   Понимание жизненного цикла разработки.   Желание развиваться и умение искать и находить решения самостоятельно.   Какими задачами предстоит заниматься:  Сбор и проработка требований, подключение необходимых ресурсов (дизайн, аналитика, маркетинг); Декомпозиция, планирование этапов и контроль зависимостей между проектами; Контроль и корректировка планов и сроков внедрения и др.  Было бы здорово:   Техническое образование;   Опыт проектирования бизнес процессов и разработки технических заданий;   Навык писать User Story и Use Cases.   Что вы получите?  Работа в аккредитованной IT-компании; Офис в центре города (БЦ ""Нагорный""); Гибкий график работы в офисе (начало дня с 8 до 11); Заработная плата по рынку со склонностью к повышению со временем; Библиотека, корпоративная подписка на курсы, конференции и прочие способы самопрокачки. Возмещаем 50% за обучение; Корпоративы, баскетбол в обед, летние сборища в лаундж-зоне; Крутые бренды и серьезные задачи в своё портфолио; Кофеварка с капучино, латте и макиато;  Пицца и пироги по пятницам для прекрасного завершения недели;   Корпоративная программа ДМС через 6 месяцев работы в компании.  Ключевые навыкиУправление проектамиМоделирование бизнес процессовРабота в командеруководство командой разработчиковКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресЕкатеринбург, улица Татищева, 18/2Показать на большой карте","Екатеринбург, улица Татищева, 18/2",https://hh.ru/vacancy/35533373,['business analyst']
37188418,ЕК Кемикал,Инженер КИПиА,от 100 000 до 140 000 руб. до вычета налогов,True,87000.0,121800.0,1–3 года,"Полная занятость, полный день",[],"ООО ""ЕК Кемикал"" - крупная производственно-торговая компания, входящая в десятку лидеров производителей сухих строительных смесей на рынке. Мы успешно производим и поставляем качественную продукцию на протяжении 25 лет! Наши ожидания от кандидатов:  высшее образование в области автоматизации промышленных предприятий; желателен опыт работы с электронными системами автоматизированных технологических комплексов.  Обязанности:  поддержание исправного состояния, безаварийной и надежной работы обслуживаемого оборудования; своевременное проведение ремонта автономная и комплексная наладка аппаратуры.  Условия:  график работы на время обучения 5/2 с 8.00 до 16.30, после обучения график обсуждается; оформление в соответствии с Трудовым кодексом РФ; соц. пакет полный; фактическое место работы п. Дружный (15 мин от Щербинки-2), доставка служебным транспортом от/до Щербинок.  Благодарим Вас за интерес, проявленный к нашей вакансии! Ваше резюме будет рассмотрено в течение 2-х рабочих дней с момента его получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям Компании - Менеджер по персоналу свяжется с Вами по указанным контактам. Отсутствие ответа в течение вышеуказанного срока, означает, что, к сожалению, на сегодняшний день мы не можем предложить Вам данную вакансию. В этом случае, мы сохраним Ваше резюме в базе данных Компании, чтобы в будущем предложить работу, соответствующую Вашей квалификации.   С уважением к Вам, отдел по работе с персоналом ООО ""ЕК Кемикал"".Контактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/37188418,['инженер данных']
41187243,ООО «ЛСР»,"Ведущий бизнес-аналитик 1С (Направление ""УК и Финансы"")",з/п не указана,False,,,1–3 года,"Полная занятость, полный день",[],"                                ""Группа ЛСР"", лидер в сфере строительства недвижимости, девелопмента и производства стройматериалов, приглашает в свою команду Ведущего бизнес-аналитика 1С (Направление ""УК и Финансы""): Задачи, которые предстоит решать: Автоматизация, поддержка и развитие автоматизируемых бизнес-процессов предприятий, а именно:  участие в проектах внедрения и модернизации информационных систем в качестве бизнес-аналитика; приемка и дальнейшее сопровождение вновь разработанных, приобретенных, модернизированных информационных систем; анализ бизнес-процессов предприятий и выработка рекомендаций по ведению учета в автоматизированных системах; обработка запросов на изменение информационных систем, их анализ, стандартизация и выработка требований к модификации информационных систем; тестирование доработок; разработка технической документации; разработка пользовательских инструкций, обучение и консультация ключевых пользователей.  Мы ждём что у Вас есть:  Профильный опыт работы от 2-х лет; Хорошее знание типовых решений 1С на платформе ""1С: Предприятие 8"" (наличие сертификатов приветствуется); Знание финансового учета (управленческого, бухгалтерского и налогового;. Опыт разработки технической документации, постановки задач разработчику ПО; Опыт описания бизнес-процессов; Знание основ информационной безопасности; Опыт планирования своей деятельности (приоритеты, сроки выполнения задач и трудоемкость).  Будет преимуществом:  Знание одной из конфигураций 1С:БП, 1С:ERP, 1C:Управление холдингом, 1С:БП 3.0.  Мы предлагаем:  Работу в Управляющей компании крупного производственно-строительного холдинга; Комфортные условия труда в центре города, офис с видом на Смольную набережную. Есть развозка от ст.м. пл. Восстания и ст.м. пл.А.Невского; Оформление согласно ТК РФ; График работы: пн-чт с 09.00 до 18.00, пт с 09.00 до 17.00, возможен гибридный график или удаленка; Привлекательную заработную плату, выплаты 2 раза в месяц; Годовую премию (по результатам работы); Возможность карьерного роста и заработной платы (по результатам работы); Дружный профессиональный коллектив и атмосфера взаимопомощи, наставничество; Обучение за счет работодателя; Доступ к собственной библиотеке учебной литературы и каталогу видеокурсов; Оплата мобильной связи; Корпоративный спорт; Скидки на санаторно-курортный отдых по корпоративным программам; Добровольное медицинское страхование с широким спектром услуг; Мероприятия и подарки детям; Систему корпоративных наград компании; Льготные условия приобретения продукции (строительные материалы); Жилищную программу «Группы ЛСР».         27 летистории      10 000сотрудников      Более 600построенныхдомов   Присоединяйтесь к команде профессионалов!      Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресСанкт-Петербург, Смольная набережная, 8Показать на большой карте","Санкт-Петербург, Смольная набережная, 8",https://hh.ru/vacancy/41187243,['business analyst']
42636573,ООО Биллинговый центр,Backend-разработчик Kotlin/Java (junior),от 40 000 до 63 000 руб. на руки,True,40000.0,63000.0,не требуется,"Полная занятость, гибкий график","['Git', 'Spring Framework', 'SQL', 'Java', 'XML']","Ключевые особенности  профессиональная разработка бэкэнда корпоративных информационных систем и веб-сервисов на современном стеке технологий возможность обучения, профессионального развития и карьерного роста возможность участвовать в выборе путей дальнейшего развития технологической платформы, вносить предложения и заниматься их реализацией  Требования  понимание принципов ООП, основных структур данных, паттернов проектирования ПО базовые знания протокола HTTP и формата JSON навыки работы с простыми SQL-запросами умение работать с системой контроля версий (git) желание разрабатывать на Kotlin готовность работать в команде и разбираться в чужом коде способность к быстрому обучению и самообучению чтение технической документации на английском языке  Пригодятся  высшее образование по специальности, связанной с IT какой-либо опыт разработки на Kotlin или опыт разработки серверных приложений на Java и Spring Framework (Spring MVC, Spring Security, Spring Data, JPA/Hibernate) опыт работы с системами сборки Gradle либо Maven опыт работы с Docker-контейнерами опыт написания тестов (JUnit, Spring Test, mockito) базовые знания Linux знание форматов XML, XSD опыт работы с СУБД Oracle и/или PostgreSQL, знание SQL и PL/SQL  Условия  официальное трудоустройство согласно ТК РФ белая зарплата, квартальная премия до 60% от оклада по результатам работы возможность обучения, профессионального развития и карьерного роста библиотека актуальной технической литературы график работы с 8:00 до 17:00 или с 9:00 до 18:00 по выбору сотрудника возможность совмещения с учебой в магистратуре и работы на неполный день Ключевые навыкиGitSpring FrameworkSQLJavaXMLКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресБарнаул, проспект Ленина, 54Показать на большой карте","Барнаул, проспект Ленина, 54",https://hh.ru/vacancy/42636573,['data']
42815531,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,PostgreSQL DBA (Database Administrator),з/п не указана,False,,,3–6 лет,"Полная занятость, полный день","['PostgreSQL', 'Python', 'Big Data', 'Unix', 'Bash', 'Perl', 'SQL', 'MS SQL', 'C#', 'Базы данных', 'dba', 'Database Administrator', 'Database']","ФФКУ Налог-Сервис ФНС России - это продвинутая IT - организация с новейшим оборудованием и современными технологиями. Мы занимаемся сопровождением IT - инфраструктуры центров обработки данных (ЦОД) налоговой службы.Наша организация - крупнейшая в Европе локальная сеть с 4-мя центрами обработки данных, которая реализует уникальные проекты федерального масштаба с интересными задачами. Обязанности:  Администрирование стека PostgreSql (кластерных решений); Решение инцидентов связанных с СУБД; Мониторинг производительности и доступности серверов СУБД; Анализ и оптимизация производительности баз данных; Установка и настройка ПО СУБД; Резервное копирование и восстановление; Upgrade версии PostgreSQL; Написание скриптов для автоматизации рутинных задач;  Требования:  Опыт установки, настройки серверов БД PostgreSQL 9.6 и выше; Опыт в организации резервного копирования и восстановления PostgeSQL; Плюсом будет знание особенностей администрирования ветки PostgresPro (работать придется именно с этим продуктом); Опыт работы со стеком corosync/pacemaker, либо другими типами отказоустойчивых кластеров; Хорошие знания unix подобных ОС (cli, ssh, systemd); Навыки написания скриптов автоматизации с использованием чего-либо из: Python, Bash, Perl; Владение SQL на уровне, необходимом для администрирования СУБД;    Будет плюсом: Опыт работы в проектах с высокой нагрузкой и большими БД (от 1ТБ) со сложной инфраструктурой. Условия:  График работы 5/2 с 09:00 до 18:00; Оформление в соответствии с ТК РФ (не Госслужба); Полностью официальная конкурентоспособная заработная плата по результатам собеседования; Все государственные льготы, предоставляемые IT- компаниям; Основной отпуск 28 календарных дней, дополнительный отпуск от 5 до 10 календарных дней (в зависимости от должности); Материальная помощь к отпуску; Скидка на питание в столовых, расположенных на территории; Корпоративный фитнес; Медицинское обслуживание в ведомственной поликлинике ФНС России для сотрудников и членов их семей; Возможность отдыха с семьей по льготным ценам в оздоровительных учреждениях ФНС России.  Мы находимся по адресу: г. Москва, ул. Походный проезд, ближайшие станции метро: Сходненская, Волоколамская (7 минут общественным транспортом), а также 5 минут пешком от станции ""Трикотажная"" Рижской железной дороги и от МЦД-2 ""Трикотажная"".Ключевые навыкиPostgreSQLPythonBig DataUnixBashPerlSQLMS SQLC#Базы данныхdbaDatabase AdministratorDatabaseКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Походный проезд, 3с2Показать на большой карте","Москва, Походный проезд, 3с2",https://hh.ru/vacancy/42815531,"['Big Data', 'Database Administrator']"
42815538,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,Oracle DBA (Database Administrator),з/п не указана,False,,,3–6 лет,"Полная занятость, полный день","['Oracle 11G', 'ORACLE', 'Unix', 'Oracle Database Server 11-12', 'Linux', 'SQL']","ФФКУ Налог-Сервис ФНС России - это продвинутая IT - организация с новейшим оборудованием и современными технологиями. Мы занимаемся сопровождением IT - инфраструктуры центров обработки данных (ЦОД) налоговой службы.Наша организация - крупнейшая в Европе локальная сеть с 4-мя центрами обработки данных, которая реализует уникальные проекты федерального масштаба с интересными задачами. Обязанности:  Поддержка СУБД Oracle 12c-19c; Решение инцидентов связанных с СУБД; Решение задачи администрирования баз данных; Анализ и оптимизация производительности баз данных; Мониторинг производительности и доступности; Резервное копирование и восстановление; Создание и сопровождение Physical Stanby, Active Data Guard; Установка и настройка ПО СУБД; Upgrade версии oracle, установка RU; Взаимодействие с технической поддержкой Oracle и разработчиками ПО; Написание скриптов для автоматизации рутинных задач; Написание инструкций по своему направлению для дежурных DBA;  Требования:  Знание СУБД Oracle 12c-19c на уровне администратора; Опыт администрирования СУБД Oracle на платформах *nix (Linux, AIX); Опыт построения систем мониторинга (OEM); Навыки уверенного пользователя ОС *nix (Linux, AIX); Опыт работы с технологиями RMAN, RAC, Data Guard; Опыт создания и эксплуатации высоконагруженных БД с высокой доступностью; Твердые знания SQL: умение читать, понимать, оптимизировать запросы;  Будет плюсом:  стремление развиваться по направлению СУБД PostgreSQL;  Условия:  График работы 5/2 с 09:00 до 18:00; Оформление в соответствии с ТК РФ (не Госслужба); Полностью официальная конкурентоспособная заработная плата по результатам собеседования; Все государственные льготы, предоставляемые IT- компаниям (в том числе отсрочка от частичной мобилизации); Основной отпуск 28 календарных дней, дополнительный отпуск от 5 до 10 календарных дней (в зависимости от должности); Материальная помощь к отпуску; Скидка на питание в столовых, расположенных на территории; Корпоративный фитнес; Медицинское обслуживание в ведомственной поликлинике ФНС России для сотрудников и членов их семей; Возможность отдыха с семьей по льготным ценам в оздоровительных учреждениях ФНС России;  Мы находимся по адресу: г. Москва, ул. Походный проезд, ближайшие станции метро: ""Сходненская"", ""Волоколамская"" (7 минут общественным транспортом), а также 5 минут пешком от станции ""Трикотажная"" Рижской железной дороги.Ключевые навыкиOracle 11GORACLEUnixOracle Database Server 11-12LinuxSQLКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Походный проезд, 3с2Показать на большой карте","Москва, Походный проезд, 3с2",https://hh.ru/vacancy/42815538,['Database Administrator']
43342136,Тинькофф,Аналитик SQL,з/п не указана,False,,,1–3 года,"Полная занятость, полный день","['SQL', 'MS Visio', 'Анализ данных', 'Статистический анализ', 'Сбор и анализ информации', 'Визуализация данных', 'Аналитическое мышление', 'Работа с большим объемом информации', 'Аналитика', 'Excel']","        Мы ищем аналитика, который займётся выстраиванием системы отчётности, а также поможет оптимизировать текущие процессы.Основной наш заказчик - отдел фрод мониторинга, который занимается операционной работой: обзвоном клиентов, расследованием причин мошенничества и обработкой мошеннических операцийВам предстоит  Построение моделей, визуализация информации, формулирование выводов и объяснение причин Разработка, автоматизация и сопровождение отчетности Сбор и анализ статистических данных Участие в разработке новых проектов (оптимизации текущих), постановка задач IT-подразделениям  Что мы ждем от кандидата  Высшее техническое/математическое образование Знание SQL Отличное знание MS Excel Английский язык - техническое чтение Аналитический склад ума, структурированность, ответственность  Будет плюсом  Опыт работы с отчётностью, знание SAP BO/ Tableau Опыт работы с большими массивами данных Знание принципов и технологий работы МПС MasterCard, VISA и МИР  Мы предлагаем  Работу в офисе у метро «Водный стадион». График работы — гибридный  Тинькофф Апгрейд. Курсы, тренинги, вебинары, базы знаний, поддержка менторов и наставников для сотрудников всех уровней  Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким  Бесплатный фитнес-зал Tinkoff Sport. Тренируйтесь, посещайте групповые программы, грейтесь в сауне и участвуйте в спортивных турнирах  Бесплатные обеды в Tinkoff Cafe. А если захотите перекусить, на каждом этаже есть кухня с чаем, кофе и фруктами Достойную зарплату — обсудим ее на собеседовании        Тинькофф это:   Атмосфера профессионализма В Тинькофф создали атмосферу, в которой хочется работать. Тебя будут окружать опытные коллеги, у которых есть чему научиться   Технологии будущего Тинькофф задает тренды. Мы внедряем самые современные технологии и постоянно движемся вперед   Большие возможности Обучение и карьерный рост — в нашей ДНК. Мы поддержим тебя, если ты захочешь расти      Ключевые навыкиSQLMS VisioАнализ данныхСтатистический анализСбор и анализ информацииВизуализация данныхАналитическое мышлениеРабота с большим объемом информацииАналитикаExcelЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Водный стадион, Замоскворецкая линия, метро Водный СтадионПоказать на большой карте","Москва, Водный стадион, Замоскворецкая линия, метро Водный Стадион",https://hh.ru/vacancy/43342136,['аналитик данных']
44534510,ВЛАДИС,Риэлтор,от 250 000 руб. до вычета налогов,True,217500.0,217500.0,не требуется,"Полная занятость, полный день","['Жилая недвижимость', 'Активные продажи', 'Холодные продажи', 'Ведение переговоров']","                                ВЛАДИС – самое быстрорастущее* федеральное цифровое агентство недвижимости                                            *по данным новостного интернет-издания Лента.ру, 2022                                                                            Павлова Ирина                                                                               Директор по персоналу                                                                               Приглашаю Вас стать частью федеральной команды «ВЛАДИС», где приоритет –                                         благополучие сотрудников!                                                                                        Кулькова Марина                                                                               Руководитель отдела продаж                                                                               Ждем Вас на обучении! Станьте успешным риелтором вместе с командой тренеров,                                         наставников, руководителей и сервисных служб                                                                                        Тесленко Павел                                                                               Директор офиса                                                                               Мы всегда в поиске сильных руководителей! Готовы применить накопленный опыт и                                         стать лидером?                                         Ждем Вас!                                                                                        Шитикова Алла                                                                               Директор офиса                                                                               Вы – лучший в своем деле юрист, ипотечный брокер, HR, тренер, маркетолог? Мы                                         точно знаем, что с нами                                         Вы станете еще успешнее!                                                  ВЛАДИС – самое быстрорастущее* федеральное цифровое агентство недвижимостиТОП-5 АН России**16 лет на рынке недвижимости100+ офисов в России и миреТОП-100 лучших работодателей России***ТОП-50 привлекательных работодателей России c самыми лояльными сотрудниками***Более 30000 отзывов от благодарных клиентовНаша миссия «Любовь к клиентам через заботу о риелторах» Наш специалист :  Владеет знаниями об особенностях рынка недвижимости Ведет переговоры с клиентами Подбирает объекты опираясь на потребности покупателя Занимается организацией презентаций и показов объектов Организует и сопровождает сделку    Мы рады предоставить Вам:  Высокий и прогрессивный процент от сделок (от 40% до 70%) и еженедельные фиксированные бонусы, которые не зависят от сделок Карьерный рост – путь от стажера до партнера и руководителя Быстрый выход на сделку – с первого дня работы Вы можете предлагать Клиенту объекты из базы Компании (более 3500 объектов ) Доступ к единой базе новостроек и персонального помощника по сделкам с новостройками Сильный тренерский состав и уникальная система обучения и развития новичков и опытных риелторов Активная адаптация в новой профессии – первые сделки с Вами проводит руководитель-наставник Вас и Ваших клиентов консультируют и сопровождают юристы и ипотечные брокеры Мощная рекламная поддержка от отдела маркетинга Мобильная связь – за счет Компании Гибкий график, позволяющий соблюдать баланс между работой и личной жизнью К Вашим услугам – 4 офиса с современными переговорными зонами. Так же можно выбрать любой удобный для работы. Яркая корпоративная жизнь – праздники, спорт, новогодние лотереи.. Коллектив, способный оказать поддержку и привести к успеху («Владис» — лидер по вовлеченности персонала в работу**)    *по данным Lenta.ru**по версии domclick.ru***по версии rating.hh.ru 2022                         За что нас выбирают                                                                   Забота о сотрудниках                                                                               Высокая мотивация, регулярное обучение, стремительный карьерный рост, яркие                                         праздники,                                         суперподарки, корпоративный спорт и многое другое                                                                                      Технологии                                                                               Собственный программный продукт и другие полезные сервисы, повышающие                                         эффективность                                         работы                                                                                      Масштаб                                                                               Еженедельно появляется +1 офис ВЛАДИС в России, наши команды работают в 65+                                         городах,                                         в                                         2022 году мы открыли первый офис в Турции                                                                      #ВЛАДИС#ВЛАДИСОМЖИТЬ                                           АН Владис входит в ТОП-5 агентств недвижимости по версии Домклик, февраль 2023                     Ключевые навыкиЖилая недвижимостьАктивные продажиХолодные продажиВедение переговоровКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Водный стадион, Головинское шоссе, 5к1Показать на большой карте","Москва, Водный стадион, Головинское шоссе, 5к1",https://hh.ru/vacancy/44534510,['специалист по данным']
