vacancy_id,employer,name,salary_row,salary,salary_from,salary_to,experience,schedule,skills,description,address,url
80534452,ООО Спрейпласт,Колорист/колеровщик (в мастерскую Sprayplast),от 60 000 руб. на руки,,0,0,3–6 лет,"Полная занятость, полный день","['Колорирование', 'Работа в команде', 'Креативность', 'Ориентация на результат', 'Обучение и развитие']","Привет, меня зовут Юлия Токмачева. я старший технолог компании ООО СПРЕЙПЛАСТ. Мы ищем на постоянную работу в Москве Колорист/колеровщика в современный проект в сфере строительства. Ключевым фактором для открытия позиции стал быстрый рост спроса на наши лакокрасочные материалы и развитие новых направлений (розничное направление, обучение партнеров, открытие новых регионов, подготовка к созданию франшизы) Наши материалы ТМ Sprayplast внесены в территориальный справочник города Москвы как инновационный материал, рекомендованный к применению на строительных объектах. Мы уже сотрудничаем с ЛСР, INGRAD, MR Group, Sezar Group, Эталон Инвест, Tekta Group и другими застройщиками. Что ты получишь, работая в нашей команде:  Четко поставленные задачи. Отсутствие бесполезных действий; Возможность развития и получения новых навыков в декоративной отделке; Давать обратную связь команде и руководству о возможностях улучшения процессов. Влиять на общий результат; Сочетание творчества и системы :) Приверженность общей идее, работа в команде на общий результат; Гибкость компании, руководство, которое умеет слышать; Заработная плата на испытательный срок 60 000 рублей (два раза в месяц в срок без задержек). Повышение заработной платы , далее цифра обсуждается; Совместные корпоративные мероприятия и выезды. Каждую неделю в компании проходит обучение на разные темы.  Что предстоит делать?  Подбирать цвета материалов под выкрасы и референсы; Колеровать материалы под выкрасы и под объекты вручную и на колеровочной машине; Вести библиотеку цветов; Обеспечивать стабильные формулы колеровки; Следить за своим оборудованием и колеровочной машиной; Вести ежедневный отчет по выполненным задачам в Битрикс 24 от Мастерской; Обратная связь команде и руководству о возможностях улучшения процессов.  Кого мы ищем?  сотрудника способного к самостоятельности в принятии решений; любящего все что связано с цветами и декорированием; Сотрудника, который любит свою работу, а не ""отбывает наказание"" :) Мы требовательно и справедливо относимся к себе и к сотрудникам, так что если ты не готов вкладываться и работать на результат, то пролистывай эту вакансию.  Звоните, чтобы стать частью команды лидеров своей сферы.Ключевые навыкиКолорированиеРабота в командеКреативностьОриентация на результатОбучение и развитиеЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, ЗИЛ, Коломенская, Технопарк, проспект Андропова, 22с3Показать на большой карте","Москва, ЗИЛ, Коломенская, Технопарк, проспект Андропова, 22с3",https://hh.ru/vacancy/80534452
80534458,Nti.team,"Специалист по взаимодействию с ИИ (Chat GPT, MidJourney)",от 30 000 до 50 000 руб. на руки,,0,0,не требуется,"Полная занятость, удаленная работа","['Поиск информации в интернет', 'Грамотность', 'Сбор и анализ информации', 'Chat GPT', 'MidJourney', 'Грамотная письменная речь']","Привет! Набираем начинающих специалистов удалённо фулл-тайм для работы с ИИ для создания текстов текстового и визуального контента. Вам предстоит глубокое погружение и исследование интересных тем. Каждый специалист будет получать большие темы для длительной проработки в течение 1-3 месяц на каждую (например, ""Китайский чай"", ""Медицина: Психиатрия"", ""Йога и Аюрведа"" и т.д.). Результатом вашего общения с ИИ по этим темам станут тысячи информационных статей на эти темы, которые будут опубликованы на соответствующих информационных порталах. Вы также будете получать небольшие задачи на коммерческие темы по генерации текстового и графического контента. Специальность совершенно новая, поэтому мы всему научим! Обязанности:  Общение с ИИ Chat GPT для создания больших тематических информационных статей. Постановка задач ИИ MidJourney по генерации изображений. Подготовка статей для публикации в информационных порталах. Работа в команде со специалистами веб-студии, реализующих информационные порталы и коммерческие сайты.  Требования:  Хорошая письменная речь для легкой редактуры текстов, полученных от ИИ. Аналитический склад ума для глубокого погружения в любую тему через общение с ИИ. Выполнения плана подготовки материалов, ежедневная отчётность о результатах.  Условия:  Удалённая работа Пн-Пт с гибким графиком, но не менее 45 часов в неделю. Первый месяц стажировка с окладом 15.000 рублей в месяц. Начиная со 2-го месяца оклад 20.000 рублей в месяц + добавляется премия за достижение плана (и переработку) по созданию контента. ЗП вместе с премией будет составлять 30.000-50.000 рублей в месяц. Ключевые навыкиПоиск информации в интернетГрамотностьСбор и анализ информацииChat GPTMidJourneyГрамотная письменная речьЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80534458
80534459,Nti.team,"Специалист по взаимодействию с ИИ (Chat GPT, MidJourney)",от 30 000 до 50 000 руб. на руки,,0,0,не требуется,"Полная занятость, удаленная работа","['Поиск информации в интернет', 'Грамотность', 'Сбор и анализ информации', 'Chat GPT', 'MidJourney', 'Грамотная письменная речь']","Привет! Набираем начинающих специалистов удалённо фулл-тайм для работы с ИИ для создания текстов текстового и визуального контента. Вам предстоит глубокое погружение и исследование интересных тем. Каждый специалист будет получать большие темы для длительной проработки в течение 1-3 месяц на каждую (например, ""Китайский чай"", ""Медицина: Психиатрия"", ""Йога и Аюрведа"" и т.д.). Результатом вашего общения с ИИ по этим темам станут тысячи информационных статей на эти темы, которые будут опубликованы на соответствующих информационных порталах. Вы также будете получать небольшие задачи на коммерческие темы по генерации текстового и графического контента. Специальность совершенно новая, поэтому мы всему научим! Обязанности:  Общение с ИИ Chat GPT для создания больших тематических информационных статей. Постановка задач ИИ MidJourney по генерации изображений. Подготовка статей для публикации в информационных порталах. Работа в команде со специалистами веб-студии, реализующих информационные порталы и коммерческие сайты.  Требования:  Хорошая письменная речь для легкой редактуры текстов, полученных от ИИ. Аналитический склад ума для глубокого погружения в любую тему через общение с ИИ. Выполнения плана подготовки материалов, ежедневная отчётность о результатах.  Условия:  Удалённая работа Пн-Пт с гибким графиком, но не менее 45 часов в неделю. Первый месяц стажировка с окладом 15.000 рублей в месяц. Начиная со 2-го месяца оклад 20.000 рублей в месяц + добавляется премия за достижение плана (и переработку) по созданию контента. ЗП вместе с премией будет составлять 30.000-50.000 рублей в месяц. Ключевые навыкиПоиск информации в интернетГрамотностьСбор и анализ информацииChat GPTMidJourneyГрамотная письменная речьЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80534459
80534568,ООО Ай Кью Пластик,Врач анестезиолог-реаниматолог,от 150 000 до 180 000 руб. на руки,,0,0,3–6 лет,"Полная занятость, сменный график",[],"Современная и динамично развивающаяся клиника пластической хирургии, косметологии и реабилитации « IQPLASTIQUE by DR.TIMUR KHIDAROV», в которой собралась профессиональная команда звездных врачей, приглашает вас стать частью нашей дружной «семьи». IQ Plastique (Ай Кью Пластик) – современный многопрофильный центр хирургических технологий и интеллектуальной эстетики, где в едином пространстве собрали воедино все самое лучшее. Новая, стильная, уютная клиника, где работают лучшие специалисты, опытные профессионалы с высшим медицинским образованием. Клиника оснащена самым последним и передовым оборудованием. Если Вы хотите развиваться и не стоять на месте, то мы ждем Вас. Отправляйте свое резюме и портфолио, мы с радостью ознакомимся и пригласим стать частью нашей команды. Обязанности:  Осуществление анестезиологического обеспечения операций, диагностических и лечебных процедур, требующих обезболивания или проведения мониторинга системы дыхания и кровообращения Знание методов и правил оказания лекарственной и неотложной медицинской помощи Наблюдение и лечение пациентов в послеоперационном периоде  Ведение медицинской документации.   Требования:  релевантный опыт работы от 5 лет Высшее, ординатура или интернатура по анестезиологии-реанимации, действующий сертификат по ""Анестезиологии и реанимации"" Внимательность в работе с документами  Условия:  оформление по ТК РФ; график сменный (обсуждается на интервью) конкурентоспособная заработная плата; льготное медицинское обслуживание для сотрудников клиники и членов его семьи; комфортные условия труда, современное оборудование; дружный коллектив. Контактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Аэропорт, Гражданская, Красный Балтиец, Сокол, Часовая улица, 20с1Показать на большой карте","Москва, Аэропорт, Гражданская, Красный Балтиец, Сокол, Часовая улица, 20с1",https://hh.ru/vacancy/80534568
80534627,ООО Торговый дом Полисервис,Главный инженер проекта,от 100 000 руб. до вычета налогов,,0,0,3–6 лет,"Полная занятость, полный день","['Проектирование', 'слаботочные системы', 'AutoCAD', 'Английский\xa0— A2 — Элементарный']","Рассматриваем кандидатов только в офис, не удаленно Обязанности:  проектирование комплексных систем безопасности, систем противопожарной защиты наружных сетей связи, (ПОС, ПЗ, АПС, СОУЭ, АСПТ, НСС, СКУД, СОТ, ОС); Обследование объектов проектирования и сбор исходных данных; Взаимодействие с представителями заказчика, с надзорными органами; Выпуск и оформление проектной документации разработка проектов стадии П и Р по слаботочным системам; Согласование и защита в соответствующих инстанциях разработанной проектной документации. подбор оборудования; подготовка исполнительной документации; авторский надзор в ходе строительства.  Наши требования:  высшее техническое образование; опытный пользователь Autocad, MS Office; знание принципов построение систем (в основном АПС, СОУЭ, СКУД, СОС, СОТ); знание технических регламентов, документов по стандартизации и других руководящих документов по разработке и оформлению проектно-сметной документации; знание нормативных документов по слаботочным системам (включая ФЗ-123; СП5.13130.2009; СП3.13130.2009); знание технологий, принципов работы и построения систем связи и передачи данных знание номенклатуры и характеристик оборудования основных производителей коммуникабельность, высокая ответственность, гибкость в решении задач.  Условия:  график работы: понедельник-четверг с 10:00 до 19:00, пятница -до 18:00; официальное трудоустройство; ДМС после года работы;       Ключевые навыкиПроектированиеслаботочные системыAutoCADАнглийский — A2 — ЭлементарныйКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресКолпино, территория Ижорский Завод, 22ДМПоказать на большой карте","Колпино, территория Ижорский Завод, 22ДМ",https://hh.ru/vacancy/80534627
80534661,"Иннотех, Группа компаний",Ведущий системный инженер,з/п не указана,,0,0,3–6 лет,"Полная занятость, полный день","['Veeam', 'VMware', 'Виртуализация', 'Linux', 'Английский язык']","«Т1 Cloud» — Входит в Группу «Т1», является российским провайдером облачных услуг, построенных на базе дата-центров уровня Tier III. Предлагаем комплексные решения по созданию, развитию и поддержке облачной ИТ-инфраструктуры любого масштаба и для всех отраслей бизнеса. На сегодняшний день в нашем портфеле тринадцать облачных сервисов, которые мы предоставляем «из коробки» и на основе которых разрабатываем комплексные интеграционные решения. В компанию облачного провайдера Т1Cloud ищем Ведущего системного инженера. Чем предстоит заниматься:  эксплуатация и развитие платформ виртуализации на базе VMware; эксплуатация системы резервного копирования; обеспечение мониторинга состояния программно-аппаратного комплекса систем виртуализации; устранением нештатных ситуаций, возникающих в программно-аппаратных комплексах систем виртуализации, в минимально возможные сроки; оказанием технической помощи и консультированием структурных подразделений компании.  Чего мы ждем от тебя:  знание и опыт администрирования систем виртуализации VMware (vСenter Server, Cloud Director, NSX); знание и опыт работы с СРК на базе Veeam; знание и опыт настройки, обслуживания, серверов x86; опыт работ с системами хранения данных enterprise класса и SAN сетей на базе протокола FC; знание и опыт администрирования операционных систем Linux и Windows; понимание принципов построения HA/DR;   уровень английского, позволяющий читать документацию и профильные ресурсы.  Условия:  Работа в амбициозной, инновационной, развивающейся IT-Компании, мы аккредитованы Минцифрой. Конкурентоспособная «белая» зарплата– гибко обсуждается с каждым кандидатом и реально зависит от опыта и навыков, Свободный дресс-код, удобный график работы (гибридный формат, офис в БЦ Арена у м. Динамо), ДМС после испытательного срока. Корпоративная техника, корпоративная мобильная связь. Программа скидок от партнеров. Ключевые навыкиVeeamVMwareВиртуализацияLinuxАнглийский языкЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80534661
80534669,"Иннотех, Группа компаний",Инженер систем хранения данных,з/п не указана,,0,0,3–6 лет,"Полная занятость, полный день","['Cloud', 'VMware', 'Linux', 'SAN']","«Т1 Cloud» — Входит в Группу «Т1», является российским провайдером облачных услуг, построенных на базе дата-центров уровня Tier III. Предлагаем комплексные решения по созданию, развитию и поддержке облачной ИТ-инфраструктуры любого масштаба и для всех отраслей бизнеса. На сегодняшний день в нашем портфеле тринадцать облачных сервисов, которые мы предоставляем «из коробки» и на основе которых разрабатываем комплексные интеграционные решения. Мы находимся в поиске инженера СХД Обязанности:  Инсталляция, конфигурирование и оптимизация работы систем хранения данных (Huawei OceanStore, NetApp, Dell EMC, IBM, Lenovo, Yadro) и сети хранения данных (FC коммутаторы). Работа на всех стадиях внутренних проектов создания новых и модернизации действующих систем: оценка потребностей, совместно с командой архитекторов выбор решения и проектирование, установка, настройка, проведение приемо-сдаточных испытаний, подготовка технической документации и поддержка конечного решения. Взаимодействие с поставщиками и производителями СХД по вопросам выбора новых решений, техподдержки и устранения проблем. Проведение регламентных работ на оборудовании и ПО СХД и SAN сети. Оперативное устранение инфраструктурных инцидентов и выполнение запросов на изменения.  Требования:  Опыт профильной работы не менее 3-х лет. Уровень английского языка достаточный для чтения технической документации и оффлайн общения с вендором. Опыт проектирования и эксплуатации ЦОД с использованием СХД ведущих вендоров NetApp, Huawei, Dell EMC, IBM. Знания построения и администрирования сетей SAN (Fiber Channel, iSCSI). Опыт работы с файловыми и блочными хранилищами. Опыт работы с виртуальной инфраструктурой VMware (vSphere + vCloud Director), KVM base, HCI решениями. Опыт администрирования ОС Windows Server / Linux для решения кейсов в зоне ответственности инженера СХД. Навыки подготовки технической документации. Умение работать в команде, самостоятельность, грамотность, внимательность, аккуратность и ответственность.  Будет плюсом:  Опыт работы в системных интеграторах, телеком или облачных провайдерах. Сертификация по продуктовым линейкам СХД вендоров Huawei, NetApp, Dell EMC, IBM. Опыт развертывания и/или эксплуатации отказоустойчивых синхронных или асинхронных распределенных файловых и блочных хранилищ. Опыт работы с объектными хранилищами S3 ориентированные.  Условия:  Работа в амбициозной, инновационной, развивающейся IT-Компании, мы аккредитованы Минцифрой. Конкурентоспособная «белая» зарплата– гибко обсуждается с каждым кандидатом и реально зависит от опыта и навыков, Свободный дресс-код, удобный график работы (гибридный формат, офис в БЦ Арена у м. Динамо), ДМС после испытательного срока. Корпоративная техника, корпоративная мобильная связь. Программа скидок от партнеров. Ключевые навыкиCloudVMwareLinuxSANЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80534669
80534782,ООО Брайт,Комплектовщик - упаковщик - сортировщик на производство шоколадных конфет,от 229 500 до 306 000 руб. до вычета налогов,,0,0,не требуется,"Полная занятость, Вахтовый метод","['комплектовка', 'сортировка', 'упаковка', 'стикеровка', 'Умение работать в команде', 'Работа в команде', 'питание', 'вахтовый метод', 'работа с питанием', 'вахта с проживанием', 'работа вахтой', 'Обучение', 'вахта', 'работа в городе', 'семейные комнаты', 'Оплата труда', 'авансирование', 'премии', 'компенсация проезда', 'фабрика', '1С: Производство']","У нас для вас есть кое-что сладенькое!!!Открыт набор на производство шоколада (Кондитерская фабрика) Приглашаем комплектовщиков, упаковщиков и сортировщиков шоколадной продукции..> Ставка до 5100р./смена> Аванс раз в неделю до 3000 р.НАШИ УСЛОВИЯ:- БЕСПЛАТНО Проживание в комфортных условиях.(Семейные комнаты, постельное белье, стиральная машина, кухня, личный шкафчик, Wi-Fi)- БЕСПЛАТНО Вкусное горячее питание в столовой.(Комплексный обед из трех блюд, компот и хлеб)- ОБУЧЕНИЕ И ПОМОЩЬ в процессе работы.(Оплачиваемая стажировка, помощь на протяжении всей вахты)- БЕСПЛАТНО Спецодежда.- Проживание вблизи работы.- Продукция сотрудникам со скидкой. %%%- Помогаем с оформление Мед.книжки. - Официальное оформление по ТК или договору ГПХ.- Выплата 2 раза в месяц и по окончанию вахты.- Выплата на карту или наличными.(карта может быть зарегистрирована на другого человека) ТРЕБОВАНИЯ К РАБОТНИКУ:^ Ответственный подход к работе.^ Желание заработать. ОСТАЛЬНОМУ НАУЧИМ! ОБЯЗАННОСТИ:- Комплектовка и упаковка.- Выявление брака..- Сортировка по коробкам.- Маркировка и стикеровка.Откликайтесь на нашу вакансию и мы с вами обязательно свяжемся. Для более детальной информации предлагаю связаться по телефону. Можно также WhatsApp или Telegram. Ваш менеджер, ГАЛИНА.Ключевые навыкикомплектовкасортировкаупаковкастикеровкаУмение работать в командеРабота в командепитаниевахтовый методработа с питаниемвахта с проживаниемработа вахтойОбучениевахтаработа в городесемейные комнатыОплата трудаавансированиепремиикомпенсация проездафабрика1С: ПроизводствоКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресСанкт-Петербург, 3 линия, метро МаяковскаяПоказать на большой карте","Санкт-Петербург, 3 линия, метро Маяковская",https://hh.ru/vacancy/80534782
80535042,ООО Розничное направление ГК Невада,"Сотрудник/специалист службы безопасности (сеть Дискаунтеров ""Близкий"")",от 60 000 до 80 000 руб. на руки,,0,0,1–3 года,"Полная занятость, полный день","['Аналитическое мышление', 'Ориентация на результат', 'Обучение и развитие', 'Анализ финансовых показателей', 'Системное мышление']","Обязанности:   Формирование отчетов по показателям торговых точек (потери, списания);   На основе анализа результатов инвентаризаций, списаний, осуществления видеомониторинга, осуществлять мероприятия по уменьшению потерь;   Работа с правоохранительными органами;   Проведение обработки и анализа всех фактов нарушений и ошибок, совершенных сотрудниками ТТ;   Готовность к разъездному характеру работы (курируемые ТТ - Дальнегорск, Арсеньев, Кавалерово, Чугуевка)   Требования:   Опыт работы в СБ/силовых структурах;   Опыт работы с системами видеонаблюдения;   Уверенный пользователь ПК;  Знание программных продуктов Microsoft Office, Трассир (желательно);  Системное мышление, развитые аналитические способности;   Стрессоустойчивость;   Коммуникабельность;   Организованность и ответственность;   Ориентация на результат   Условия: Сеть дискаунтеров ""Близкий"" - это новое направление бизнеса в группе компаний ""Невада"", динамично развивающаяся сеть магазинов у дома.Мы предлагаем:  Интересную работу в масштабной компании с лидирующими на дальневосточном рынке позициями и вызывающей доверие репутацией; Официальное трудоустройство; Соблюдение ТК РФ, предоставление соц. гарантий; Привлекательную финансовую мотивацию; Стабильную заработную плату (выплачивается дважды в месяц без задержек); Реальную перспективу карьерного роста; Корпоративное обучение; Работу в сильной команде профессионалов и единомышленников; Мощную ""прокачку"" профессиональных знаний и навыков, бесценный опыт работы.  Если Вы хотите достигать значимых для Вас и Компании целей и для Вас важно быть частью высокоэффективной команды, присылайте нам Ваше резюме. Благодарим Вас за проявленный интерес к нашей Компании!Ключевые навыкиАналитическое мышлениеОриентация на результатОбучение и развитиеАнализ финансовых показателейСистемное мышлениеКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80535042
80536551,Highland Gold,Слесарь-ремонтник УТВСиК,з/п не указана,,0,0,1–3 года,"Полная занятость, Вахтовый метод","['Слесарные работы', 'Ремонтные работы', 'Усердие', 'Способность работать в режиме многозадачности']","Обязанности:   Слесарная обработка деталей и узлов   Техническая эксплуатация, проведение ТО и ТР основного и вспомогательного оборудования участка тепловодоснабжения и канализации (УТВС и К)   Осуществление ремонтных работ при выявлении неисправностей оборудования   Разборка, ремонт, сборка и испытание узлов и механизмов. агрегатов и машин, их сдача после ремонта   Выполнение такелажных работ с применением подъёмно-транспортных механизмов и специальных приспособлений   Требования:  Профильное образование  Удостоверение слесаря ремонтника 4 разряда  Опыт работы от 2 лет  Условия:  Место работы: п/п ""Белая гора"", Хабаровский край Удобный график работы: 60 дней вахты/60 дней межвахтового отдыха Официальное трудоустройство Конкурентоспособная заработная плата, Компенсация проезда до места работы и обратно Проживание в жилом поселке с развитой инфраструктурой Профессиональное обучение и развитие Возможность реализовать свой потенциал и построить карьеру. Ключевые навыкиСлесарные работыРемонтные работыУсердиеСпособность работать в режиме многозадачностиКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/80536551
