vacancy_id,employer,name,salary_row,salary,salary_from,salary_to,experience,schedule,skills,description,address,url,query
79624805,Сибур,Менеджер Проектного офиса (Портфель организационных проектов),з/п не указана,False,,,более 6 лет,"Полная занятость, полный день",['Английский\xa0— C1 — Продвинутый'],"          Основная задача – обеспечение прозрачности статусов реализации портфеля бизнес-инициатив и орг. проектов ключевых функциональных направлений компании (сквозных процессов), а также внедрения ритуалов и артефактов в рамках проектного офиса.  Функция управления организационными проектами – один из ключевых элементов системы управления изменениями в компании. Функция является частью блока трансформации, отвечает за поддержку, управление и мониторинг реализации портфелей организационных проектов. Развитие системы портфельного и проектного управления также является одной из ключевых задач функции. Чем вам предстоит заниматься:    Мониторингом основных параметров и метрик «здоровья» инициатив / проектов в портфеле проектов сквозного процесса:  челенджом объективности данных по статусу реализации проекта формированием комплексной оценки по статусу проработки инициатив / реализации проектов план-факт анализом работы над проектами.   Прогнозированием потенциальных рисков отклонений по срокам, бюджетам, эффектам, ресурсам и бизнес-метрикам. Анализом факторов, влияющих на отклонения, поиск возможных решений / выработкой рекомендаций для минимизации отклонений и своевременной эскалацией проблем. Регулярным обновлением дэшбордов по ходу реализации оргпроектов и предоставлением соответствующих отчетов всем стейкхолдерам (уровень CEO-2: руководители проектных офисов, руководители функциональных направлений, финансы, ИТ и т. д.). Поддержкой в подготовке материалов к Управляющим советам портфеля проектов, контролем статуса выполнения поручений. Поддержкой проектных менеджеров во внедрении новой методологии планирования и реализации оргпроектов в компании:  организацией и проведением ритуалов (встречи по планированию спринта, ежедневные стендапы, демо, ретроспективы ) помощью и контролем в подготовке артефактов (план проекта, дорожная карта, вехи, ресурсный план, бэклог проекта, бэклог спринта и т.д.) внедрением инструментов командообразования и немонетарной мотивации мониторингом вовлеченности команд.    Эта вакансия для вас, если вы:    Имеете опыт работы в роли ПМО менеджера / опыт управления портфелем проектов в следующих областях: оптимизация бизнес-процессов, повышение операционной эффективности, ИТ, цифровизация. Имеете опыт работы в консалтинге: Big3, Accenture, Big4, BearingPoint или в лидирующих компаниях в области ИТ-консалтинга и ИТ-интеграции. Имеете опыт работы в режиме сжатых сроков и высоких требований, в кросс-функциональных командах (сотрудники нескольких функций, всех уровней, внешние консультанты). Имеете опыт реализации самостоятельных проектов.  Знания, умения, навыки   Имеете Высшее техническое или экономическое образование по направлениям: Бизнес-информатика, Бизнес-аналитика, Инжиниринг бизнес-процессов, Информационные технологии, Проектирование и внедрение ИТ-систем. Имеете понимание бизнес-процессов производственного цикла, экономики производства, управления цепями поставок, логистики, продаж, закупок в крупных производственных компаниях. Имеете отличные знания и применяете на практике принципы проектного управления (PMBOK, PRINCE2, ISO и др.) и гибкие методологии Agile-семейства. Имеете навыки работы Jira, Confluence, MS Project (или иные системы управления проектоами), дашборбды. Имеете навыки конструктивного взаимодействия с топ-менеджментом: четкое выражение своих мыслей как в устной, так и в письменной речи, вежливое, но твердое и аргументированное отстаивание своей позиции. Имеете высокоразвитые аналитические способности и навыки работы с большими объемами информации, умеете синтезировать. Имеете продвинутые навыки создания презентаций. Способны получать значимый результат, отвечающий высоким требованиям, в сжатые сроки  Что мы предлагаем:  Локация — Москва, офис в шаговой доступности от м. Профсоюзная. Заработную плату по результатам собеседования, премии за эффективную работу и результат. Социальный пакет —ДМС, страхование жизни от несчастных случаев. Действуют скидки от партнеров, в том числе в части кредитования, есть возможность льготного страхования родственников, бесплатные спортивные тренировки, скидки на абонементы сети World Class. Планирование карьеры —сотрудники компании имеют возможность профессионального и карьерного развития. В компании приветствуется кросс-функциональные перемещения и ротация между регионами присутствия. Профессиональное и карьерное развитие, регулярное обучение/тренинги. Высокий уровень ответственности, видимость ТОР-менеджменту компании, постоянное кросс-функциональное взаимодействие.  * Информация о вакансии публикуется для формирования кадрового резерва.      Ключевые навыкиАнглийский — C1 — ПродвинутыйКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Профсоюзная, Кржижановского, 16К3Показать на большой карте","Москва, Профсоюзная, Кржижановского, 16К3",https://hh.ru/vacancy/79624805,"['аналитик данных', 'business analyst']"
79626500,Сбер. Data Science,Product Owner DS-продукта,з/п не указана,False,,,1–3 года,"Полная занятость, полный день",,"                Владелец продукта в команду УМиИД БСП. Наша команда разрабатывает внутренние платформы и фреймворки для разработки и внедрения моделей машинного обучения. Продукт команды существует два года, имеет несколько десятков пользователей и несколько сотен разработанных на нем моделей. Мы активно продолжаем работать над новыми фичами и релизами, а также занимаемся распространением продукта по банку. Ищем в команду Produt Owner’а, который будет управлять развитием и распространением продукта, помогать команде внедрять новые фичи, исследовать актуальные подходы к моделированию, взаимодействовать с бизнес-командами, которые разрабатывают, валидируют и проводят регулярный мониторинг разработанных моделей. Продукт находится на стыке классической разработки и AI / ML, поэтому мы приветствует кандидатов как с опытом в разработке, так и в Data-сфере.   Задачи:  Участие в построении и защите плана развития продукта (общая стратегия, квартальное планирование и т.д.), формирование и приоритезация бэклога. Постановка задач, определение требований к реализации, приемка реализованной функциональности. Анализ и поиск точек роста, отслеживание и измерение прогресса по продукту. Управление разработкой и улучшением алгоритмов построения моделей. Участие в прототипирование / разработки всего pipeline – от подготовки данных до подготовки модельного пакета для внедрения в ПРОМ и мониторинга. Проведение демо-сессий для действующих и потенциальных заказчиков.    Стек технологий:  Для управления задачами: Confluence, JIRA Технологический стек: Hadoop, Spark, Hive, GreenPlum, Python.    Ожидания от кандидата:  Опыт работы в качестве Lead DS. Понимание Agile и роли владельца продукта. Уверенные знания и практический опыт в области ML: табличные данные, временные ряды.  Будет плюсом:  Опыт реализации проектов в области AI / ML, разработка продуктов на основе AI. Понимание жизненного цикла AI-решения. Опыт работы с AutoML-фреймворками. Навыки презентации и защиты проектов.    Мы готовы предложить:  Ипотека выгоднее для каждого сотрудника и льготные условия кредитования; Бесплатная подписка СберПрайм+; Скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и другие; ДМС с первого дня и льготное страхование для близких; Корпоративная пенсионная программа; Курсы для будущих родителей, материальная поддержка и тематическое сообщество для молодых мам; Детский отдых и подарки за счет Компании; Обучение за счет Компании: онлайн курсы в Виртуальной школе Сбера и неограниченный доступ к библиотеке, обучение в Корпоративном университете, тренинги, митапы и возможность получить новую квалификацию; Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей; Скидки на отдых в лучшем в мире курортном комплексе «Mriya Resort & SPA» в Ялте.                					СБЕР ДЛЯ IT   				         							масштабноеAgile-комьюнити   						         							цифровыхлюдей   						         							продуктовыхкоманд    						         							профессиональных IT-сообществ   						         							серверов   						         							внедрений в год,изменения каждые30 сек   						      					ПАО Сбербанк  представляет бренд Сбер   				      Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/79626500,"['data science', 'машинное обучение', 'ml', 'data']"
79633546,ГК ВЛ Лоджистик,Специалист по организации железнодорожных перевозок,от 65 000 до 75 000 руб. на руки,True,65000.0,75000.0,1–3 года,"Полная занятость, полный день","['Транспортная логистика', 'Железнодорожные перевозки', 'Оптимизация логистических процессов', 'Организация деловых поездок', 'ЭТРАН', 'Работа с большим объемом информации', 'Умение принимать решения', 'Расстановка приоритетов', 'Пользователь ПК']","Чем Вам предстоит заниматься:  Приём и отправка грузов в контейнерах на контейнерных терминалах ОП г. Екатеринбурга (подача заявок для отправки и приема); Расчет себестоимости в Уральском регионе; Работа со счетами от партнеров; Ведение документооборота в 1С; Работа в программе АС Этран.  Вы можете стать новым сотрудником нашей команды, если у Вас есть:  Опыт работы в организации перевозок от 6 мес.; Знание программ Excel, Word, Outlook, ЭТРАН. Личные качества: системность, умение работать с большим объемом информации и умение ставить приоритеты.  Мы предлагаем престижную работу в крупной транспортной компании, входящей в ТОП-7 лучших экспедиторов страны:  Мы 21 год на рынке, у нас 12 филиалов по России; У нас собственный контейнерный парк (около 3000 контейнеров), 3 автоколонны в г. Артеме, в г. Москве, в г. Екатеринбурге (160 единиц новых грузовых машин); Официальное Трудоустройство по ТК РФ с первого рабочего дня; Оплачиваемый отпуск/ больничный; Своевременная выплата полностью белой заработной платы; График работы с 9-00 до 18-00. Пятидневная рабочая неделя (выходные - все красные дни календаря); Наставник на период испытательного срока и обучения, чуткий руководитель; Оплачиваемая корпоративная связь; Адрес места работы: г. Екатеринбург, ул. Куйбышева, 55.  Присоединяйтесь к команде ВЛ Лоджистик!Ключевые навыкиТранспортная логистикаЖелезнодорожные перевозкиОптимизация логистических процессовОрганизация деловых поездокЭТРАНРабота с большим объемом информацииУмение принимать решенияРасстановка приоритетовПользователь ПКЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресЕкатеринбург, Геологическая, улица Куйбышева, 55Показать на большой карте","Екатеринбург, Геологическая, улица Куйбышева, 55",https://hh.ru/vacancy/79633546,['машинное обучение']
79634436,Аэропорт Красноярск,Ведущий инженер по промышленной безопасности,от 60 000 до 60 000 руб. на руки,True,60000.0,60000.0,1–3 года,"Полная занятость, полный день",,"Обязанности:  Контроль за безопасной эксплуатацией оборудования, технических устройств, электроустановок, потребитеолей, зданий и сооружений на Опасных Производственных объектах (ОПО) Проведение оперативных, целевых, комплексных проверок состояния промышленной безопасности на ОПО, оформление и выдача предписаний. Разработка мероприятий, направленных на улучшение состояния промышленной безопасности и предотвращение аварий и инцидентов на ОПО. Ведение внутренней периодической отчетности по ПБ Участие в воде в эксплуатацию нового оборудования, оборудования после кап. ремонта. Участие в техническом расследовании причин аварий, инцидентов и несчастных случаев. Проводить анализ причин возникновения аварий и инцидентов на опасных производственных объектах и осуществлять хранение документации по их учету. Работа с контролирующими органами ЕУ Ростехнадзора, транспортной прокуратурой. Разработка и ведение документации, регламентирующей требования ПБ (инструкции стандарты положения) Обучение и аттестации персонала в области промышленной безопасности.  Требования:  Высшее техническое образование (теплоэнергетическое, машиностроение) Опыт работы: На опасных производственных объектах (ОПО), эксплуатирующих сосуды работающие под избыточным давлением и подъемные сооружения от 3 лет Знание законодательства РФ в области охраны труда, промышленной и пожарной безопасности (законы, федеральные нормы и правила ФНиП, межотраслевые правила по ОТ, ГОСТы, стандарты, технические условия и т.д.) Знание законодательства РФ о техническом регулировании (Технические регламенты Таможенного союза) Знание требований Регламента подключения к защищённой сети передачи данных Единого портала тестирования (ИС ЕПТ). Знание Устройства и принцип работы оборудования, работающего под избыточным давлением (котлы, трубопроводы пара и горячей воды) Знание Устройства и принцип работы грузоподъемного оборудования (автокраны, автовышки, тельферы, кран балки) Знание специфики проведения проверок ЕУ Ростехнадзора. Повышение квалификации по промышленной безопасности по областям Б 8.1, Б8.2, Б8.3, Б9.3, Б9.4 Проф. переподготовка по Техносферной безопасности. Наличие группы по электобезопасности не ниже 3. Опытный пользователь ПК, знание программ MicrosoftOffce, Internet, Excel, Power Point, ТехЭксперт, Консультант+  Условия:  График работы: 5-ка, с 8:30 до 17:00 ч. Место работы - международный аэропорт Красноярск. Доставка на работу и с работы комфортным служебным транспортом (11 маршрутов, охватывающие разные районы города Красноярска и ближайшие к аэропорту населенные пункты). Официальное трудоустройство, своевременная, конкурентная «белая» заработная плата, соц.пакет, полис ДМС. Дружный коллектив, комфортные условия для работы. Обучение английскому языку штатным преподавателем. Возможность карьерного и профессионального развития, обязательное и дополнительное обучение за счёт аэропорта. Контактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресЕмельяновский район, аэропорт Красноярск (Емельяново)Показать на большой карте","Емельяновский район, аэропорт Красноярск (Емельяново)",https://hh.ru/vacancy/79634436,['инженер данных']
79635469,ПАО АК АЛРОСА,"BIM-менеджер, г. Мирный",з/п не указана,False,,,1–3 года,"Полная занятость, полный день",,"АЛРОСА — это крупнейшая алмазодобывающая компания в мире, каждый третий алмаз в мире добыт в АЛРОСА. Мы занимаемся разведкой месторождений, добычей, обработкой и продажей алмазного сырья. Основная деятельность АЛРОСА сосредоточена в Якутии и в Архангельской области. Компания обладает крупнейшими запасами алмазов в мире — свыше 1 млрд карат. При нынешнем уровне добычи этого хватит как минимум на 25 лет стабильной работы. В команду АЛРОСА мы приглашаем: ""BIM-менеджер"". ​ Чем вы будете заниматься: - формирование строительной информационной модели, через использование и адаптацию проектной информационной модели и внесение фактических данных строительного производства работ; - техническая и методологическая поддержка сотрудников Управления капитального строительства и активное участие в разработке стандарта Компании по взаимодействию участников строительного проекта по работе с Цифровой информационной моделью (ЦИМ); - участие в реализации строительных проектов (участие в составление технических заданий на разработку ПИР(в части ЦИМ), проверка ЦИМ на соответствие требованиям заказчика, координация и настройка совместной работы с ЦИМ внутри Управления капитального строительства). - вести контроль выполнения проектов по ТИМ на соответствие техническим требованиям на моделирование (EIR) и стандартам организации; - организовывать и проводить координационные совещания с участниками проекта по вопросам моделирования и выпуска документации; - разрабатывать методы автоматизации контроля выполнения проектов по ТИМ. - развивать ТИМ в компании.   Эта работа для вас, если вы имеете:    -высшее профессиональное (строительное) образование (допускается иное инженерное образование при наличии опыта работы в строительной сфере на инженерных должностях не менее 3х лет) и имеющий дополнительное профессиональное образование – программы повышения квалификации по технологиям информационного моделирования; -приветствуется опыт работы в проектном институте, ПКО в качестве инженера-проектировщика, BIM-менеджера, BIM-координатора, специалиста по САПР -знание бизнес-процессов в строительстве (промышленное); -знание норм оформления проектной документации по ГОСТ и понимание основных принципов управления строительными проектами; -аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение; -владение или знакомство с любыми из программных продуктов Revit, Navisworks, NanoCAD.   Эта работа для вас, если вы имеете:    - опыт работы BIM-менеджером, BIM-координатором не менее 3 х лет; - наличие опыта и понимания процесса прохождения Главгосэкспертизы; - понимание процесса проектирования, строительства и ввода в эксплуатацию промышленных объектов; - знание общих практик проектного управления и жизненного цикла реализации инвестиционного проекта приветствуется. - знание требований нормативных правовых актов, нормативно-технических и нормативно-методических документов по проектированию и строительству; - знание профильного программного обеспечения, к примеру: Autodesk Revit, Autodesk Navisworks Manage, Civil 3D, Pilot – BIM, Renga, Model Studio CS, NanoCAD); - аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение. - готовность переехать в г. Мирный не менее чем на 2 года, удаленный формат работы не рассматриваем.   С нашей стороны: - ДМС после испытательного срока; - обучение и поддержка; - официальное оформление; - достойная заработная плата с надбавками за работу на Крайнем Севере; - проживание в благоустроенном городе с развитой инфраструктурой для вас и вашей семьи (детские сады, школы, спортзалы, бассейны, ДК с кинотеатром) - полный социальный пакет согласно ТК РФ, дополнительные льготы согласно Коллективному договору; - минимальный отпуск 52 календарных дня (основной отпуск 28 дней, дополнительный отпуск за работу в Регионе Крайнего Севера) -место работы: г. Мирный.   Почему АЛРОСА АЛРОСА — лидер на мировом рынке алмазодобычи. Наши сотрудники могут быть уверены в завтрашнем дне. С каждым, кто пройдет отбор в команду, мы нацелены на долгосрочное и стабильное официальное высокооплачиваемое сотрудничество.АЛРОСА, как лидер алмазодобывающей отрасли, инвестирует в города и регионы присутствия. Нам важно, чтобы сотрудники компании и их семьи могли заниматься спортом, ходить в театры и гулять в благоустроенных парках. Мы поддерживаем культурные фестивали, строим спортивные комплексы, детские сады, школы и больницы, реконструируем музеи, финансируем университеты, делая жизнь наших коллег комфортнее и лучше. АЛРОСА: Алмазный лидер. Стабильное будущее.Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/79635469,['инженер данных']
79635470,ПАО АК АЛРОСА,"BIM-менеджер, г. Мирный",з/п не указана,False,,,1–3 года,"Полная занятость, полный день",,"АЛРОСА — это крупнейшая алмазодобывающая компания в мире, каждый третий алмаз в мире добыт в АЛРОСА. Мы занимаемся разведкой месторождений, добычей, обработкой и продажей алмазного сырья. Основная деятельность АЛРОСА сосредоточена в Якутии и в Архангельской области. Компания обладает крупнейшими запасами алмазов в мире — свыше 1 млрд карат. При нынешнем уровне добычи этого хватит как минимум на 25 лет стабильной работы. В команду АЛРОСА мы приглашаем: ""BIM-менеджер"". ​ Чем вы будете заниматься: - формирование строительной информационной модели, через использование и адаптацию проектной информационной модели и внесение фактических данных строительного производства работ; - техническая и методологическая поддержка сотрудников Управления капитального строительства и активное участие в разработке стандарта Компании по взаимодействию участников строительного проекта по работе с Цифровой информационной моделью (ЦИМ); - участие в реализации строительных проектов (участие в составление технических заданий на разработку ПИР(в части ЦИМ), проверка ЦИМ на соответствие требованиям заказчика, координация и настройка совместной работы с ЦИМ внутри Управления капитального строительства). - вести контроль выполнения проектов по ТИМ на соответствие техническим требованиям на моделирование (EIR) и стандартам организации; - организовывать и проводить координационные совещания с участниками проекта по вопросам моделирования и выпуска документации; - разрабатывать методы автоматизации контроля выполнения проектов по ТИМ. - развивать ТИМ в компании.   Эта работа для вас, если вы имеете:    -высшее профессиональное (строительное) образование (допускается иное инженерное образование при наличии опыта работы в строительной сфере на инженерных должностях не менее 3х лет) и имеющий дополнительное профессиональное образование – программы повышения квалификации по технологиям информационного моделирования; -приветствуется опыт работы в проектном институте, ПКО в качестве инженера-проектировщика, BIM-менеджера, BIM-координатора, специалиста по САПР -знание бизнес-процессов в строительстве (промышленное); -знание норм оформления проектной документации по ГОСТ и понимание основных принципов управления строительными проектами; -аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение; -владение или знакомство с любыми из программных продуктов Revit, Navisworks, NanoCAD.   Эта работа для вас, если вы имеете:    - опыт работы BIM-менеджером, BIM-координатором не менее 3 х лет; - наличие опыта и понимания процесса прохождения Главгосэкспертизы; - понимание процесса проектирования, строительства и ввода в эксплуатацию промышленных объектов; - знание общих практик проектного управления и жизненного цикла реализации инвестиционного проекта приветствуется. - знание требований нормативных правовых актов, нормативно-технических и нормативно-методических документов по проектированию и строительству; - знание профильного программного обеспечения, к примеру: Autodesk Revit, Autodesk Navisworks Manage, Civil 3D, Pilot – BIM, Renga, Model Studio CS, NanoCAD); - аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение. - готовность переехать в г. Мирный не менее чем на 2 года, удаленный формат работы не рассматриваем.   С нашей стороны: - ДМС после испытательного срока; - обучение и поддержка; - официальное оформление; - достойная заработная плата с надбавками за работу на Крайнем Севере; - проживание в благоустроенном городе с развитой инфраструктурой для вас и вашей семьи (детские сады, школы, спортзалы, бассейны, ДК с кинотеатром) - полный социальный пакет согласно ТК РФ, дополнительные льготы согласно Коллективному договору; - минимальный отпуск 52 календарных дня (основной отпуск 28 дней, дополнительный отпуск за работу в Регионе Крайнего Севера) -место работы: г. Мирный.   Почему АЛРОСА АЛРОСА — лидер на мировом рынке алмазодобычи. Наши сотрудники могут быть уверены в завтрашнем дне. С каждым, кто пройдет отбор в команду, мы нацелены на долгосрочное и стабильное официальное высокооплачиваемое сотрудничество.АЛРОСА, как лидер алмазодобывающей отрасли, инвестирует в города и регионы присутствия. Нам важно, чтобы сотрудники компании и их семьи могли заниматься спортом, ходить в театры и гулять в благоустроенных парках. Мы поддерживаем культурные фестивали, строим спортивные комплексы, детские сады, школы и больницы, реконструируем музеи, финансируем университеты, делая жизнь наших коллег комфортнее и лучше. АЛРОСА: Алмазный лидер. Стабильное будущее.Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/79635470,['инженер данных']
79635473,ПАО АК АЛРОСА,"BIM-менеджер, г. Мирный",з/п не указана,False,,,3–6 лет,"Полная занятость, полный день",,"АЛРОСА — это крупнейшая алмазодобывающая компания в мире, каждый третий алмаз в мире добыт в АЛРОСА. Мы занимаемся разведкой месторождений, добычей, обработкой и продажей алмазного сырья. Основная деятельность АЛРОСА сосредоточена в Якутии и в Архангельской области. Компания обладает крупнейшими запасами алмазов в мире — свыше 1 млрд карат. При нынешнем уровне добычи этого хватит как минимум на 25 лет стабильной работы. В команду АЛРОСА мы приглашаем: ""BIM-менеджер"". ​ Чем вы будете заниматься: - формирование строительной информационной модели, через использование и адаптацию проектной информационной модели и внесение фактических данных строительного производства работ; - техническая и методологическая поддержка сотрудников Управления капитального строительства и активное участие в разработке стандарта Компании по взаимодействию участников строительного проекта по работе с Цифровой информационной моделью (ЦИМ); - участие в реализации строительных проектов (участие в составление технических заданий на разработку ПИР(в части ЦИМ), проверка ЦИМ на соответствие требованиям заказчика, координация и настройка совместной работы с ЦИМ внутри Управления капитального строительства). - вести контроль выполнения проектов по ТИМ на соответствие техническим требованиям на моделирование (EIR) и стандартам организации; - организовывать и проводить координационные совещания с участниками проекта по вопросам моделирования и выпуска документации; - разрабатывать методы автоматизации контроля выполнения проектов по ТИМ. - развивать ТИМ в компании.   Эта работа для вас, если вы имеете:    -высшее профессиональное (строительное) образование (допускается иное инженерное образование при наличии опыта работы в строительной сфере на инженерных должностях не менее 3х лет) и имеющий дополнительное профессиональное образование – программы повышения квалификации по технологиям информационного моделирования; -приветствуется опыт работы в проектном институте, ПКО в качестве инженера-проектировщика, BIM-менеджера, BIM-координатора, специалиста по САПР -знание бизнес-процессов в строительстве (промышленное); -знание норм оформления проектной документации по ГОСТ и понимание основных принципов управления строительными проектами; -аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение; -владение или знакомство с любыми из программных продуктов Revit, Navisworks, NanoCAD.   Эта работа для вас, если вы имеете:    - опыт работы BIM-менеджером, BIM-координатором не менее 3 х лет; - наличие опыта и понимания процесса прохождения Главгосэкспертизы; - понимание процесса проектирования, строительства и ввода в эксплуатацию промышленных объектов; - знание общих практик проектного управления и жизненного цикла реализации инвестиционного проекта приветствуется. - знание требований нормативных правовых актов, нормативно-технических и нормативно-методических документов по проектированию и строительству; - знание профильного программного обеспечения, к примеру: Autodesk Revit, Autodesk Navisworks Manage, Civil 3D, Pilot – BIM, Renga, Model Studio CS, NanoCAD); - аналитический склад ума, умение анализировать поставленные задачи и самостоятельно выдавать рациональное решение. - готовность переехать в г. Мирный не менее чем на 2 года, удаленный формат работы не рассматриваем.   С нашей стороны: - ДМС после испытательного срока; - обучение и поддержка; - официальное оформление; - достойная заработная плата с надбавками за работу на Крайнем Севере; - проживание в благоустроенном городе с развитой инфраструктурой для вас и вашей семьи (детские сады, школы, спортзалы, бассейны, ДК с кинотеатром) - полный социальный пакет согласно ТК РФ, дополнительные льготы согласно Коллективному договору; - минимальный отпуск 52 календарных дня (основной отпуск 28 дней, дополнительный отпуск за работу в Регионе Крайнего Севера) -место работы: г. Мирный.   Почему АЛРОСА АЛРОСА — лидер на мировом рынке алмазодобычи. Наши сотрудники могут быть уверены в завтрашнем дне. С каждым, кто пройдет отбор в команду, мы нацелены на долгосрочное и стабильное официальное высокооплачиваемое сотрудничество.АЛРОСА, как лидер алмазодобывающей отрасли, инвестирует в города и регионы присутствия. Нам важно, чтобы сотрудники компании и их семьи могли заниматься спортом, ходить в театры и гулять в благоустроенных парках. Мы поддерживаем культурные фестивали, строим спортивные комплексы, детские сады, школы и больницы, реконструируем музеи, финансируем университеты, делая жизнь наших коллег комфортнее и лучше. АЛРОСА: Алмазный лидер. Стабильное будущее.Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/79635473,['инженер данных']
