vacancy_id,employer,name,salary_row,salary,salary_from,salary_to,experience,schedule,skills,description,address,url,query,publish_city_str
78564351,ПАО МТС,Инженер по контролю сервисов сети радиодоступа,от 45 000 до 52 000 руб. до вычета налогов,True,39150.0,45240.0,не требуется,"Полная занятость, сменный график","['Базовые станции', 'Радиодоступ', 'Телекоммуникации', 'Начало карьеры', 'Связь']","       МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. В команду Технического блока мы приглашаем Инженера. Чем предстоит заниматься:  Проводить мониторинг работоспособности оборудования сети радиодоступа; Находить, анализировать и регистрировать неисправности оборудования сети радиодоступа; Круглосуточно вести контроль за техническим состоянием оборудования.  Кого мы ищем:  специалистов с высшим образованием (желательно в сфере телекоммуникаций), в том числе учащихся последних курсов; с опытом работы в телекоммуникационных компаниях ( приветствуется, но не обязательно).  ​​​​Что мы предлагаем:  оформление в штат компании по трудовому договору; совокупный доход: оклад 45400+ полугодовая/годовая премия 100% от оклада по результатам KPI; сменный график работы 2/2 (с 07.00 до 19.00/ с 19.00 до 07.00, два выходных); программу ДМС с первого месяца работы - это 100% покрытие расходов в частных клиниках, включая стоматологию. Застраховать близких родственников можно со скидкой 50%. Для любителей путешествий - страховка в поездках за границу. А еще есть страхование жизни; отпуск 28 календарных дней + 3 дополнительных дня за ненормированный рабочий день; компенсацию расходов на спорт или питание на выбор; единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium; скидки и предложения от партнеров; полезные курсы и вебинары в корпоративном университете; волонтерское движение, поддержку хобби и интересов сотрудников.  # радиодоступ # базовые станции # связь   Ключевые навыкиБазовые станцииРадиодоступТелекоммуникацииНачало карьерыСвязьЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресКраснодар, Морская улица, 54/1Показать на большой карте","Краснодар, Морская улица, 54/1",https://hh.ru/vacancy/78564351,['Artificial intelligence'],Вакансия опубликована 15 мая 2023 в Краснодаре
78564408,Сбер. IT,Data engineer,з/п не указана,False,,,1–3 года,"Полная занятость, полный день","['Python', 'Hadoop', 'Spark', 'DWH']","                Мы интернациональная команда, занимающаяся адаптацией, ⁣ ⁣локализацией и созданием новых сервисов экосистемы для дочерних банков экосистемы Сбер. Чем предстоит заниматься:    полным циклом разработки всех слоев хранилища данных и отображения отчетности участвовать в составлении плана проекта, оценка проектных сроков и рисков участвовать в проектировании системы, решать сложные исследовательские задачи по реализации никем ранее не реализованного функционала развивать корпоративное хранилище и витрины данных (АС Облако данных) для развития международного бизнеса Сбербанка. Участвовать в сложных интеграционных проектах по развитию корпоративного DWH (преимущественно Hadoop, возможно, интеграции с БД Oracle и Teradata) в роли разработчика. разрабатывать и проектировать потоки данных, алгоритмы загрузки и обработки данных в Hadoop с использованием Apache Spark разрабатывать и оптимизировать ETL, обеспечивать производительность и стабильность, при необходимости участвовать в анализе инцидентов организовывать оптимальный процесс разработки участвовать в приемке системы  Мы ожидаем:    опыт работы в области Data engineer от одного года  Работа с данными:  знание SQL - простые запросы, Join`ы, агрегаты, группировки, вложенные запросы знание python: стандартные структуры данных (dict, list, set, модуль collections), pandas, numpy, h5py опыт работы с Hadoop (Hive, Spark, HBase) является плюсом  Моделирование:  Feature Engineering: - методы оценки значимости и отбора признаков, методы уменьшения размерности, приемы работы с текстом Model - умение различать основные классы задач (регрессия, классификация, кластеризация) и формулировать бизнес-задачу в их терминах. Знать основные методы и знать api по их использованию Python - sklearn, numpy, scipy, xgboost (в порядке убывания приоритета)  Evaluation:  умение различать методы оценки качества модели под основные классы задач и понимать плюсы и минусы их применения. (f1, precision, recall, roc auc, mse, rmse, silhouette) опыт работы с инструментами для организации и автоматизации работы: GridSearch, pipelines, ide, git, Jira, Confluence понимание методологии Agile и DevOps владение английским языком на уровне чтения технической документации  Мы предлагаем:    работа в команде профессионалов, возможность разрабатывать уникальные и крупные проекты масштаба нашей страны можно работать в офисе или в смешанном графике конференции и обучение на корпоративных или вендорских курсах за наш счёт отличная ДМС, включая несчастные случаи и тяжелые заболевания льготные условия по ипотеке и кредитам материальная помощь и социальная поддержка корпоративная пенсионная программа офис в бизнес-центре Поклонка (м. Кутузовская)                   					Сбер для IT   				         							цифровых людей   						         							внедрений в год,изменения каждые 30 сек         объем хранимыхданных   						         							транзакцийв секунду   						         							доступк суперкомпьютеру   						      					ПАО Сбербанк  представляет бренд Сбер   				      Ключевые навыкиPythonHadoopSparkDWHЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Поклонная улица, 3Показать на большой карте","Москва, Поклонная улица, 3",https://hh.ru/vacancy/78564408,"['data engineer', 'data']",Вакансия опубликована 11 мая 2023 в Москве
78564431,ООО ВсеИнструменты.ру,Специалист склада / Кладовщик,от 45 000 руб. на руки,True,45000.0,45000.0,не требуется,"Полная занятость, полный день",[],"    Компания Команда мечты, в которой хочется работать    ВсеИнструменты.ру"" – крупнейший интернет-магазин по продаже товаров для дома, дачи, строительства и ремонта. Сегодня за нашими плечами 17 лет развития, роста и результата. Благодаря нашим сотрудникам, мы входим в ТОП-10 крупнейших интернет-магазинов России и возглавляем рейтинг e-commerce игроков (№1) в категории «Дом, дача, строительство и ремонт» (рейтинг Data Insight). Наша команда — это более 7000 счастливых сотрудников. Также у нас 8 место в России по индексу лояльности сотрудников и 15 место в рейтинге «Лучших работодателей России». В настоящий момент наша команда в поиске Специалиста склада/Кладовщика, интересующегося инструментами. Будет преимуществом опыт работы на позициях: товаровед, мерчандайзер, специалист склада, кладовщик, оператор склада. Обязанности:  Прием, размещение, хранение и комплектация товара; Ведение учета складских операций; Участие в инвентаризации; Поддержание порядка на складе.  Требования:  Знание инструмента будет вашим преимуществом; Знание ПК на уровне пользователя; Личные качества: умение располагать к себе людей, целеустремленность, готовность идти к достижению цели вместе с командой.  Условия:  Работа в крупнейшей e-commerce компании, лидер рынка DIY; Полностью белая и своевременная заработная плата; График 3/2, сдвоенные и плавающие выходные; ДМС для сотрудников; Оплата больничных и отпусков - в соответствии с ТК РФ; Спортивная политика: 70% оплаты спорта; Общение внутри компании ""без галстуков""; Возможность профессионального и карьерного роста; Мы заботимся о комфорте своих сотрудников, поэтому предоставляем бесплатное питание и корпоративную форму; Драйвовые корпоративные мероприятия для сотрудников и их семей за счет компании; В целях обеспечения безопасных условий труда сотрудникам выдаются СИЗ. Хочешь стать частью нашей команды профессионалов? Тогда ждем твой отклик и личного знакомства!      10  причин, почему выбирают именно нас      Возможности для развития и карьерного роста    Официальное трудоустройств с первого дня    Достойный уровень зарплаты и своевременные выплаты    Компенсация 70% от покупки абонемента в спортзал    Крутые активности и улетные корпоративы    Общение внутри компании «без галстуков»    Полный соцпакет с отпусками и больничными    Обучение в Корпоративном университете    Отсутствие всех видов штрафов    ДМСдля сотрудников и их родственников       Есть чем гордиться    в ежегодном рейтинге DIY Retail Russia по результатам информацион­ного агентства INFOLine 2020 год    в рейтинге лучших работодателей России по версии HeadHunter 2021 год    по индексу лояльности сотрудников в России 2020 год    в списке Forbes самых дорогих компаний Рунета 2015 год     Контактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресНижний Новгород, Автозаводская, Двигатель Революции, Пролетарская, Суздальская улица, 70Показать на большой карте","Нижний Новгород, Автозаводская, Двигатель Революции, Пролетарская, Суздальская улица, 70",https://hh.ru/vacancy/78564431,['data'],Вакансия опубликована 11 мая 2023 в Нижнем Новгороде
78565998,"РИВ ГОШ, Сеть магазинов",Ведущий бизнес-аналитик 1С ЗУП,з/п не указана,False,,,3–6 лет,"Полная занятость, удаленная работа","['Разработка технических заданий', 'Бизнес-анализ', 'Agile', '1С: Зарплата и управление персоналом']","       TOP-3 РОССИИ - сеть магазинов парфюмерии и косметики РИВ ГОШ приглашает в команду Ведущего бизнес-аналитика по основным данным и системам делопроизводства Обязанности:  Участие в развитии и поддержке систем управления персоналом и расчета ЗП (ЗУП 8.3 и другие конфигурации 1С, Корпоративный портал (платформа Битрикс24), СДО и др. смежные системы); Проведение интервью с заказчиками, формализация требований; Разработка ТЗ, тестирование новых доработок и участие в запуске на продуктивную среду; Анализ проблем и выработка предложений по их устранению; Консультации пользователей, написание инструкций и др. работы по поддержке; Участие в проектах внедрения и развития информационных систем.  Требования:  Высшее образование; Опыт работы по профилю от 3-х лет;  Опыт работы с бизнес-требованиями и общения с пользователями, опыт написания технических заданий и пользовательских инструкций;   Способность выслушать и найти общий язык с пользователями, проактивная позиция;   Знание практик работ с Kanban,Agile;   Понимание принципов работы баз данных, IT-систем и методов интеграций между системами;   Хорошее знание 1С, понимание архитектуры платформы, умение работать с Консолью запросов;   Знание процессов кадрового делопроизводства, расчета ЗП и требований законодательства РФ по этим направлениям.   Мы предлагаем:  Оформление и все гарантии по ТК РФ; График работы 5/2 09.30-18.00, сб/вс - выходные. Достойную заработную плату + Расширенный социальный пакет, в том числе ДМС со стоматологией. Полностью удаленный режим работы. Возможности профессионального и карьерного роста.    МЫ ЖДЕМ ВАС!                                                                   Ключевые навыкиРазработка технических заданийБизнес-анализAgile1С: Зарплата и управление персоналомЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/78565998,['business analyst'],Вакансия опубликована 15 мая 2023 в Санкт-Петербурге
78566820,GRI,Бизнес-Аналитик 1С Розница на международный проект,з/п не указана,False,,,3–6 лет,"Полная занятость, полный день","['1С: Предприятие: Розница', '1С: Управление Торговлей', '1С: Управление Производственным Предприятием', 'E-Commerce', '1C: Предприятие', 'Бизнес-анализ']","       Наши преимущества:    Работа в профессиональной команде, которая всегда поддержит и поделится опытом    Использование современного стека технологий, постоянное развитие, посещение конференций    Стабильная заработная плата и уверенность в завтрашнем дне    Удобное рабочее место с мощной техникой и возможностью работы из дома     Мы - компания GRI, и мы ищем в нашу команду талантливых профессионалов, которые готовы стать не только частью нашей крутой команды, но и частью истории IT мира! Мы создаём первую в мире E-commerce платформу с функцией видеообращения и Dating-сервисом, где пользователи могут удобно и безопасно знакомиться, общаться и покупать товары. Мы разрабатываем и поддерживаем продукт ювелирной сети Sunlight, работая над его функционалом и удобством использования для наших клиентов. У нас в компании очень важно, чтобы каждый сотрудник чувствовал себя частью команды и мог реализовывать свой потенциал. Мы ценим коллег, которые работают с увлечением и ставят перед собой высокие цели. У нас открытая и дружелюбная атмосфера, и мы всегда готовы поддержать друг друга. IT департамент крупного Ecom ""Sunlight"" в поисках Бизнес-аналитика по функционалу Розница в команду для работы над международным проектом. Чем предстоит заниматься:  Участие в проектах по задачам двойной валюте, чеках и т.д.  Разработка новых методов оформления розничных продаж через мобильные приложения   Рефакторинг системы ценообразования   Оптимизация механизмов товарного учёта по онлайн-заказам, резервам   Задачи оперативной поддержки информационных систем «1С:Розница» и «1С:УПП»   Что мы ожидаем от Вас:  Опыт сбора и формализации бизнес-требований по доработке функционала в «1С:Розница», «1С:УПП», мобильных приложениях собственной разработки, интеграций с сайтом и мобильными приложениями (функционал розничных/оптовых продаж или складского учёта) Опыт ведения проектов по внедрению программного обеспечения: составление план-графиков проектов, управление требованиями, сроками, содержанием Знание языка запросов 1С и основных объектов метаданных платформы «1СПредприятие»: регистры сведений, накопления, справочники, документы Знание принципов и инструментов интеграции информационных систем: шины данных, веб-сервисы, правила конвертации 1С, распределенные информационные базы 1С Будет плюсом опыт работы с e-commerce, с интернет-заказами товаров и услуг  Что мы предлагаем:  Интересная работа в аккредитованной ИТ-компании  Действительно крутые (в т.ч. международные) проекты   Современное оборудование   Комната отдыха с удобными диванами, игровая комната с нежнейшими пуфиками и PSP, ароматный кофе и вкусный чай со сладостями!   Большое количество скидок от наших партнеров, в том числе и на спорт в 13 городах России!   Корпоративная библиотека   Гибкое начало рабочего дня  Гибридный формат работы (3 дня офис / 2 дня удаленно или наоборот 2 дня офис/3 дня удаленно)  Если Вам близка стратегия WIN-WIN и Вы готовы брать ответственность за сложные задачи — ждем в команде GRI!   Технологии:  Golang Python Kotlin Swift Objective-C JavaScript Vue.js Kafka Docker RabbitMQ PHP Kubernetes ClickHouse MS SQL PostgreSQL Redis Jira+Cofluence 1C QlikView Qlik Sense    Ключевые навыки1С: Предприятие: Розница1С: Управление Торговлей1С: Управление Производственным ПредприятиемE-Commerce1C: ПредприятиеБизнес-анализКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Мякинино, Павшино, Строгино, Щукинская, улица Маршала Прошлякова, 30Показать на большой карте","Москва, Мякинино, Павшино, Строгино, Щукинская, улица Маршала Прошлякова, 30",https://hh.ru/vacancy/78566820,['business analyst'],Вакансия опубликована 10 мая 2023 в Москве
78567167,Кофемания,Ночная посудомойщица/Ночной посудомойщик/Уборщица-уборщик в ресторан (м. Трубная\Цветной Бульвар),от 50 000 до 80 000 руб. на руки,True,50000.0,80000.0,не требуется,"Полная занятость, сменный график","['Работа в команде', 'Грамотная речь', 'Умение работать в команде']","           Работа в команде профессионалов, влюбленных в свое дело    Профессионально развиваемся: есть свой учебный центр, а также возможность проходить внешнее обучение для профессионального роста    Вкусно кормят: бесплатные питание и скидка в наших ресторанах       Кофемания – это легендарная команда московских ресторанов с 20-тилетней историей!Мы приглашаем энергичных и ответственных кандидатов на вакансию ""Специалиста на мойку и уборку"" в премиальную сеть московских ресторанов.   Кофемания — это профессионалы, влюблённые в своё дело. Первая Кофемания была открыта в 2001 году ресторатором Игорем Журавлевым, человеком, который задал новые стандарты ресторанного бизнеса в Москве. Сегодня Кофемания насчитывает более 40 ресторанов, собственное производство, несколько гастрономических проектов!   Миссия Кофемании: Создавать островки счастья для наших гостей и для нас самих. Наша цель: Быть лучшими в своём деле!   Рассчитываем, что у тебя есть:  Добросовестное отношение к работе; Аккуратность, исполнительность, не конфликтность; Опрятный внешний вид; Готовность к работе в команде.  Ждем от тебя:  Уборка зала и помещений для персонала; Мойка посуды при помощи посудомоечных машин.  Мы предлагаем:  Работу в одном из самых известных и успешных ресторанных проектов Москвы; Оформление по ТК РФ (отпуск и больничный оплачиваются, зарплата 2 раза в месяц без задержек); Достойный уровень заработной платы, чтобы заработать на свою мечту; Доплата за ночные смены в круглосуточных ресторанах; Гибкий график 4х3 или 5х2 (реже 2х2) по 10-12 ч. (реже по 8 ч.), который составляется с учётом ваших пожеланий; Работу рядом с домом; Социальный пакет: мед.книжку за счёт компании, бесплатное питание, удобную форму; Оплачиваемую стажировку и бесплатное обучение в нашем учебном центре; Возможность для карьерного роста; Найти новых друзей, чтобы не только работать, но и отлично проводить свободное время вместе на корпоративных и спортивных мероприятиях, праздниках, тимбилдингах, экскурсиях, конкурсах; Корпоративную скидку в нашей сети ресторанов и спец.предложения у компаний-партнеров.  Кофемания - начало твоей истории!                Присоединяйся к легендарной команде московских ресторанов!         ООО «Азарика» представляет бренд Кофемания.  Ключевые навыкиРабота в командеГрамотная речьУмение работать в командеКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Трубная, Цветной бульвар, Трубная площадь, 2Показать на большой карте","Москва, Трубная, Цветной бульвар, Трубная площадь, 2",https://hh.ru/vacancy/78567167,['машинное обучение'],Вакансия опубликована 15 мая 2023 в Москве
78571917,Colvir Software Solutions,Разработчик миграции данных/data engineer,з/п не указана,False,,,3–6 лет,"Полная занятость, полный день","['ORACLE', 'ETL', 'Python', 'SQL', 'СУБД', 'Django', 'Оптимизация запросов', 'Базы данных', 'Работа с базами данных']","           Чем будет заниматься разработчик по миграции данных?  разработкой продуктов для миграции данных с использованием ETL инструментов; внедрением ETL системы; разработкой дополнительного инструментария в целях оптимизации процессов миграции на проектах; поддержкой внедрения продукта у Клиента.  Мы ожидаем, что вы:  имеете высшее техническое образование; владеете навыками использования инструментов по работе с данными из различных источников и СУБД (PentahoDI, Talend, Apache NiFi); владеете моделированием данных и ETL: умеете проектировать и создавать масштабируемые и эффективные модели данных, нужен опыт работы с процессами ETL (извлечение, преобразование, загрузка) для перемещения данных между системами; имеете опыт работы с Apache AirFlow (или другого ПО оркестрации потоков, например Luigi); владеете Python, опыт практического использования от 2-х лет; имеете опыт работы с фреймворком Django; владеете навыками разработки реляционных баз данных; владеете SQL и имеете опыт практического использования; умеете читать и отлаживать собственный и чужой программный код;  Дополнительный плюс, если вы:  имеете опыт автоматизации процессов миграции; владеете навыками оптимизации запросов и процедур Oracle; умеете выявлять и решать сложные проблемы, связанные с хранением, обработкой и анализом данных, уделяете внимание деталям; обладаете коммуникативными навыками; любознательны и готовы изучать новые технологии, инструменты и методы, чтобы быть в курсе последних тенденций в области обработки данных.  Мы предлагаем:   Гибкие и комфортные условия труда:   Работа в офисе или удаленно с возможностью гибко подстраивать график;   Конкурентная заработная плата и бонусы;   Опыт работы в распределенной команде.     Заботу о вас и вашем здоровье:   Бесплатное пользование услугами профессиональных медицинских онлайн-консультаций ""Онлайн Доктор"";   Дополнительные оплачиваемые дни больничного;   Оказываем материальную поддержку от компании в трудных жизненных ситуациях.     Постоянное развитие:   Внутреннее обучение (предлагаем большое количество образовательных программ);   Возможность развития и получения новых технических навыков, включая языки программирования (Python, Java, React и др.).   Корпоративная библиотека (в нашей коллекции уже более 350 книг по развитию Soft и Hard Skills;   Возможность изучения английского языка с нуля на корпоративных краткосрочных курсах, а также по желанию – участие в Speaking Club или Business Skills Development (практические сессии по развитию деловых навыков на английском языке);   Внешнее обучение (оплачиваем ваши внешние курсы и программы обучения по необходимости);   Поощряем участие в конференциях.     Насыщенную корпоративную жизнь:   Ведём корпоративный канал в Телеграм, чтобы все были в курсе новостей и событий в Компании;   Проводим различные корпоративные мероприятия;   Организовываем встречи с экспертами (как с внутренними, так и с приглашенными спикерами);   Устраиваем челленджи и конкурсы;   Смотрим кино с коллегами онлайн;   Дарим подарки детям сотрудников на Новый Год.      С 2000 года Colvir Software Solutions работает на высококонкурентном рынке банковского IT. За 20 лет мы трансформировались в современную компанию с распределенной командой, с клиентами и офисами по всему миру. Реализовали более 600 проектов, наши клиенты — постоянные участники рейтинга “Топ-100 крупнейших банков Центральной и Восточной Европы”. С нами интересно и приятно работать. Мы верим в самоорганизацию, не стоим над душой у коллег, но всегда готовы оказать помощь своей команде. В Colvir у каждого есть возможность развиваться и профессионально расти, поэтому сотрудники остаются с нами надолго. Мы гордимся тем, что средний стаж работы в нашей компании составляет 7 лет. Your partner to go digital - Ваш партнер для цифровой трансформации Наименование: Иностранное частное производственное унитарное предприятие ""Колвир Бел"" УНП190837568 Колвир - программные решения;                 Colvir software solutions - Колвир программные решения.          Ключевые навыкиORACLEETLPythonSQLСУБДDjangoОптимизация запросовБазы данныхРабота с базами данныхКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/78571917,['data engineer'],Вакансия опубликована 18 мая 2023 в Москве
78578058,Content AI,Java разработчик,з/п не указана,False,,,3–6 лет,"Полная занятость, гибкий график","['Git', 'Spring Framework', 'Java 8', 'ElasticSearch', 'ZooKeeper', 'TFS']","Content AI – российский разработчик технологий интеллектуальной обработки информации. Наша компания имеет аккредитацию Минцифры. Мы создаем полезные и востребованные в современных реалиях кроссплатформенные технологии для крупного бизнеса на базе компьютерного зрения, интеллектуальной классификации документов и обработки естественного языка. В команду разработки продукта Content AI Intelligent Search ищем опытного Senior Java Developer работать над новыми фичами и техдолгом, участвовать в разработке архитектуры. Продукт Content AI Intelligent Search - это система интеллектуального поиска по корпоративным ресурсам, которая помогает извлекать из накопленных данных пользу для бизнеса. Благодаря передовым лингвистическим технологиям Content AI Intelligent Search поддерживает поиск по смыслу, а не только по точному совпадению, кросс-языковой поиск, выполнение запросов на естественном языке и многое другое. Продукт имеет масштабируемую кластерную архитектуру и уже применяется для индексации коллекций, содержащих миллионы документов из различных источников. Наш стек: Java 8 (будем переходить на 17 в следующем релизе); Spring Framework; ElasticSearch; ZooKeeper ;TFS. Задачи:  Разработка и поддержка приложений; Проектирование архитектуры приложений; Разработка коннекторов к внешним системам; Обновление версии Java, Tomcat; Интеграция результатов машинного обучения.  Наши ожидания:  Опыт разработки на Java от 5-ти лет; Уверенное знание Java, Spring, принципов ООП и основных паттернов проектирования; Опыт разработки многопоточных приложений; Знание средств коллективной разработки и сборки проектов (git, gradle, maven, TFS и т.д.); Умение разбираться в чужом коде; Опыт работы в команде.  Плюсом будет знание Linux на уровне продвинутого пользователя. Что мы предлагаем:  Конкурентную заработную плату. Удаленный или гибридный формат работы: можно трудиться в офисе, приезжать время от времени или работать дистанционно из любой точки - Самостоятельность и свободу с первого дня работы, отсутствие строгой иерархии и бюрократии. Все привилегии, положенные сотрудникам аккредитованной ИТ-компании: отсрочка от армии для сотрудников до 27 лет, ипотека по сниженной ставке. Заботимся о здоровье команды: предоставляем ДМС с первого месяца работы, оплачиваем больничный лист по полному окладу. Компенсацию занятий спортом, онлайн-занятия йогой. Свою парковку на территории технопарка с компенсацией оплаты 50%. Ключевые навыкиGitSpring FrameworkJava 8ElasticSearchZooKeeperTFSКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Отрадное, Отрадная улица, 2Бс6Показать на большой карте","Москва, Отрадное, Отрадная улица, 2Бс6",https://hh.ru/vacancy/78578058,['Business Intelligence Developer'],Вакансия опубликована 17 мая 2023 в Москве
