vacancy_id,employer,name,salary_row,salary,salary_from,salary_to,experience,schedule,skills,description,address,url,query,publish_city_str
79364368,Сбер для экспертов,Младший аналитик (CIB),з/п не указана,False,,,1–3 года,"Полная занятость, полный день",[],"Обязанности:  Прогнозирование среднесрочных и долгосрочных макроэкономических трендов российской экономики на основе отраслевых показателей Актуализация и улучшение межотраслевой макромодели Подготовка презентаций, отраслевых отчётов, развитие и поддержание баз данных по отрасли ЖКХ (жилищно-коммунальное хозяйство) Улучшение отраслевых моделей с помощью методов машинного обучения Подготовка презентаций, отраслевых отчётов, развитие и поддержание баз данных Выявление перспективных отраслевых направлений для развития банковского бизнеса Коммуникация с профильными контрагентами в структуре Банка  Требования:  Техническое или экономическое образование, знание макроэкономики, эконометрики/методов машинного обучения Опыт работы с данными в Python, MS Office Умение чётко излагать мысли и формировать структурированные презентации и отчеты Способность работать в условиях сжатых сроков Преимущество кандидатам с опытом работы в инвестиционных банках, PE, former-Big4, консалтинговых компаниях, исследовательских институтах Английский язык – intermediate и выше  Условия:  Стабильный оклад и социальная поддержка сотрудников Официальное оформление Расширенный ДМС с первого дня и льготное страхование для близких Корпоративное обучение в Виртуальной школе Сбера Бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров Корпоративная пенсионная программа Ипотека выгоднее на 4% для каждого сотрудника. Задайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресМосква, Ленинский проспект, улица Вавилова, 19Показать на большой карте","Москва, Ленинский проспект, улица Вавилова, 19",https://hh.ru/vacancy/79364368,"['аналитик данных', 'машинное обучение']",Вакансия опубликована 16 мая 2023 в Москве
79365427,АО Калужский электромеханический завод,Инженер-технолог по подготовке производства,от 57 000 руб. до вычета налогов,True,49590.0,49590.0,1–3 года,"Полная занятость, полный день",[],"Обязанности:  организация проведения технологического контроля конструкторской документации (КД); учет движения КД по технологическому отделу; организация проведения технологической подготовки производства (ТПП): анализ входящих данных для проведения ТПП, оформление ОРД (приказы, графики) на проведения ТПП. Контроль выполнения мероприятий ТПП; согласование вопросов с подразделениями организации, участвующих в ТПП; оформление отчетности технологического отдела; анализ и подготовка ответов на входящую корреспонденцию; работа в программах 1С: Документооборот, 1С:PLM, 1C: MES, 1С: УПП.    Требования:  высшее образование (техническое); стаж работы не менее 3-х лет; на аналогической должности: не менее года; знание процедуры проведения технологического контроля КД согласно ГОСТ 14.206-73; основные принципы работы технологического оборудования по вышеперечисленным технологиям; знания современных средств вычислительной техники, коммуникаций и связи; навыки продвинутого ПК; основные знания ИСО 9001.    Условия:  оформление по ТК РФ, соц.пакет; декретная вакансия на место основного работника; график работы: понедельник - пятница, 7.45 - 16.45; льготное питание в столовой на территории предприятия. Контактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресКалуга, улица Салтыкова-Щедрина, 121Показать на большой карте","Калуга, улица Салтыкова-Щедрина, 121",https://hh.ru/vacancy/79365427,['инженер данных'],Вакансия опубликована 17 мая 2023 в Калуге
79366063,Этажи Центр,Специалист по недвижимости,от 60 000 руб. на руки,True,60000.0,60000.0,не требуется,"Полная занятость, полный день","['Коммуникабельность', 'Гибкость', 'Ведение переговоров', 'Грамотная речь', 'Ориентация на результат', 'Мобильность', 'Клиентоориентированность', 'Обучение и развитие', 'Заключение договоров', 'Поиск и привлечение клиентов', 'Телефонные переговоры', 'Навыки продаж', 'Стрессоустойчивость', 'Целеустремленность', 'Прямые продажи']","                        Этажи - лидер рынка недвижимости России                 *            лет на рынке недвижимости                лучших работодателей России **      сотрудников по сети              франшиз Forbes Russia    * по данным ПАО «Сбербанка» ** Топ-100 лучших работодателей России c 2014 года по версии hh.ru    Компания Этажи - лидер на рынке недвижимости по количеству сделок в год по данным ПАО Сбербанк и ПАО ВТБ24. Уже более 22 лет мы предоставляем клиентам качественный сервис от специалистов по недвижимости, юридической службы, ипотечного отдела, банков-партнеров в одном офисе. Мы привлекаем клиентов надежной репутацией и высокими стандартами качества более, чем в 220 ГОРОДАХ РОССИИ, БЛИЖНЕГО ЗАРУБЕЖЬЯ И ЕВРОПЫ.Сегодня «Этажи» - это лидирующая компания на рынке недвижимости, которая делает акцент на двух вещах: на «правильных» людях и высоких технологиях. Так же мы - один из лучших работодателей России (рейтинг работодателей сайта HeadHunter), 18 место в рейтинге лучших работодателей по версии «Коммерсант». Мы продолжаем активно развиваться и расширяем команду, именно поэтому у нас открыта вакансия ""Специалист по продаже недвижимости"". ВАМ ПРЕДСТОИТ:   Работать в стабильной компании на перспективном рынке, где нет случайных продаж;   Проводить анализ рынка и объектов недвижимости;   Осуществлять подбор вариантов, проводить предварительную оценку недвижимости;   Организовывать сделки с недвижимостью в интересах клиентов;   Поддерживать долгосрочные профессиональные отношения с клиентами и привлекать новых.   МЫ ИЩЕМ:   Ответственного коллегу, нацеленного на результат; способного работать в режиме многозадачности и с большими объемами информации;   Сотрудника с активной жизненной позицией и с убедительной коммуникацией;   Опыт работы в продажах и сфере недвижимости необязателен, ведь мы обучаем с нуля, но будет Вашим преимуществом.   МЫ ПРЕДЛАГАЕМ:   Работу в сфере, которая всегда будет актуальна, и поддерживается государством;   Стипендию на период испытательного срока;   Высокий % с каждой сделки (выплата в день сделки), без потолка по заработной плате;   Бесплатное вводное обучение; процесс адаптации и ввода в должность осуществляется под контролем опытного наставника (в течение 2-х месяцев);   Сопровождение сделок опытным юристом, ипотечным брокером; а также службой маркетинга и рекламы;   Комфортный офис в центре города;   В это непростое время мы готовы трудоустроить и помочь опытным специалистам из других агентств, которые сейчас находятся в тяжелом положении. У нас самая большая база объектов, хорошие бюджеты на рекламу и множество других бонусов!     РАБОТА С НАМИ - ЭТО ИНТЕРЕСНО И ПЕРСПЕКТИВНО! ПРИСОЕДИНЯЙТЕСЬ К КОМАНДЕ!                                     Софинансирование                         обучения        Стипендия на время обучения** условия в городах могут отличаться        Зарплата без потолка        Возможность продвигать свои проекты        Быстрый карьерный рост        Стабильность      Ключевые навыкиКоммуникабельностьГибкостьВедение переговоровГрамотная речьОриентация на результатМобильностьКлиентоориентированностьОбучение и развитиеЗаключение договоровПоиск и привлечение клиентовТелефонные переговорыНавыки продажСтрессоустойчивостьЦелеустремленностьПрямые продажиКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресНовый Оскол, улица Славы, 2Показать на большой карте","Новый Оскол, улица Славы, 2",https://hh.ru/vacancy/79366063,['специалист по данным'],Вакансия опубликована 16 мая 2023 в Новом Осколе
79366083,Этажи Центр,Специалист по недвижимости,от 60 000 руб. на руки,True,60000.0,60000.0,не требуется,"Полная занятость, полный день","['Коммуникабельность', 'Гибкость', 'Ведение переговоров', 'Грамотная речь', 'Ориентация на результат', 'Мобильность', 'Клиентоориентированность', 'Обучение и развитие', 'Заключение договоров', 'Поиск и привлечение клиентов', 'Телефонные переговоры', 'Навыки продаж', 'Стрессоустойчивость', 'Целеустремленность', 'Прямые продажи']","                        Этажи - лидер рынка недвижимости России                 *            лет на рынке недвижимости                лучших работодателей России **      сотрудников по сети              франшиз Forbes Russia    * по данным ПАО «Сбербанка» ** Топ-100 лучших работодателей России c 2014 года по версии hh.ru    Компания Этажи - лидер на рынке недвижимости по количеству сделок в год по данным ПАО Сбербанк и ПАО ВТБ24. Уже более 22 лет мы предоставляем клиентам качественный сервис от специалистов по недвижимости, юридической службы, ипотечного отдела, банков-партнеров в одном офисе. Мы привлекаем клиентов надежной репутацией и высокими стандартами качества более, чем в 220 ГОРОДАХ РОССИИ, БЛИЖНЕГО ЗАРУБЕЖЬЯ И ЕВРОПЫ.Сегодня «Этажи» - это лидирующая компания на рынке недвижимости, которая делает акцент на двух вещах: на «правильных» людях и высоких технологиях. Так же мы - один из лучших работодателей России (рейтинг работодателей сайта HeadHunter), 18 место в рейтинге лучших работодателей по версии «Коммерсант». Мы продолжаем активно развиваться и расширяем команду, именно поэтому у нас открыта вакансия ""Специалист по продаже недвижимости"". ВАМ ПРЕДСТОИТ:   Работать в стабильной компании на перспективном рынке, где нет случайных продаж;   Проводить анализ рынка и объектов недвижимости;   Осуществлять подбор вариантов, проводить предварительную оценку недвижимости;   Организовывать сделки с недвижимостью в интересах клиентов;   Поддерживать долгосрочные профессиональные отношения с клиентами и привлекать новых.   МЫ ИЩЕМ:   Ответственного коллегу, нацеленного на результат; способного работать в режиме многозадачности и с большими объемами информации;   Сотрудника с активной жизненной позицией и с убедительной коммуникацией;   Опыт работы в продажах и сфере недвижимости необязателен, ведь мы обучаем с нуля, но будет Вашим преимуществом.   МЫ ПРЕДЛАГАЕМ:   Работу в сфере, которая всегда будет актуальна, и поддерживается государством;   Стипендию на период испытательного срока;   Высокий % с каждой сделки (выплата в день сделки), без потолка по заработной плате;   Бесплатное вводное обучение; процесс адаптации и ввода в должность осуществляется под контролем опытного наставника (в течение 2-х месяцев);   Сопровождение сделок опытным юристом, ипотечным брокером; а также службой маркетинга и рекламы;   Комфортный офис в центре города;   В это непростое время мы готовы трудоустроить и помочь опытным специалистам из других агентств, которые сейчас находятся в тяжелом положении. У нас самая большая база объектов, хорошие бюджеты на рекламу и множество других бонусов!     РАБОТА С НАМИ - ЭТО ИНТЕРЕСНО И ПЕРСПЕКТИВНО! ПРИСОЕДИНЯЙТЕСЬ К КОМАНДЕ!                                     Софинансирование                         обучения        Стипендия на время обучения** условия в городах могут отличаться        Зарплата без потолка        Возможность продвигать свои проекты        Быстрый карьерный рост        Стабильность      Ключевые навыкиКоммуникабельностьГибкостьВедение переговоровГрамотная речьОриентация на результатМобильностьКлиентоориентированностьОбучение и развитиеЗаключение договоровПоиск и привлечение клиентовТелефонные переговорыНавыки продажСтрессоустойчивостьЦелеустремленностьПрямые продажиКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресВалуйки, улица Максима Горького, 31АПоказать на большой карте","Валуйки, улица Максима Горького, 31А",https://hh.ru/vacancy/79366083,['специалист по данным'],Вакансия опубликована 16 мая 2023 в Валуйках
79366163,Этажи Центр,Специалист по недвижимости,от 60 000 руб. на руки,True,60000.0,60000.0,не требуется,"Полная занятость, полный день","['Коммуникабельность', 'Гибкость', 'Ведение переговоров', 'Грамотная речь', 'Ориентация на результат', 'Мобильность', 'Клиентоориентированность', 'Обучение и развитие', 'Заключение договоров', 'Поиск и привлечение клиентов', 'Телефонные переговоры', 'Навыки продаж', 'Стрессоустойчивость', 'Целеустремленность', 'Прямые продажи']","                        Этажи - лидер рынка недвижимости России                 *            лет на рынке недвижимости                лучших работодателей России **      сотрудников по сети              франшиз Forbes Russia    * по данным ПАО «Сбербанка» ** Топ-100 лучших работодателей России c 2014 года по версии hh.ru    Компания Этажи - лидер на рынке недвижимости по количеству сделок в год по данным ПАО Сбербанк и ПАО ВТБ24. Уже более 22 лет мы предоставляем клиентам качественный сервис от специалистов по недвижимости, юридической службы, ипотечного отдела, банков-партнеров в одном офисе. Мы привлекаем клиентов надежной репутацией и высокими стандартами качества более, чем в 220 ГОРОДАХ РОССИИ, БЛИЖНЕГО ЗАРУБЕЖЬЯ И ЕВРОПЫ.Сегодня «Этажи» - это лидирующая компания на рынке недвижимости, которая делает акцент на двух вещах: на «правильных» людях и высоких технологиях. Так же мы - один из лучших работодателей России (рейтинг работодателей сайта HeadHunter), 18 место в рейтинге лучших работодателей по версии «Коммерсант». Мы продолжаем активно развиваться и расширяем команду, именно поэтому у нас открыта вакансия ""Специалист по недвижимости"". ВАМ ПРЕДСТОИТ:   Работать в стабильной компании на перспективном рынке, где нет случайных продаж;   Проводить анализ рынка и объектов недвижимости;   Осуществлять подбор вариантов, проводить предварительную оценку недвижимости;   Организовывать сделки с недвижимостью в интересах клиентов;   Поддерживать долгосрочные профессиональные отношения с клиентами и привлекать новых.   МЫ ИЩЕМ:   Ответственного коллегу, нацеленного на результат; способного работать в режиме многозадачности и с большими объемами информации;   Сотрудника с активной жизненной позицией и с убедительной коммуникацией;   Опыт работы в продажах и сфере недвижимости необязателен, ведь мы обучаем с нуля, но будет Вашим преимуществом.   МЫ ПРЕДЛАГАЕМ:   Работу в сфере, которая всегда будет актуальна, и поддерживается государством;   Стипендию на период испытательного срока;   Высокий % с каждой сделки (выплата в день сделки), без потолка по заработной плате;   Бесплатное вводное обучение; процесс адаптации и ввода в должность осуществляется под контролем опытного наставника (в течение 2-х месяцев);   Сопровождение сделок опытным юристом, ипотечным брокером; а также службой маркетинга и рекламы;   Комфортный офис в центре города;   В это непростое время мы готовы трудоустроить и помочь опытным специалистам из других агентств, которые сейчас находятся в тяжелом положении. У нас самая большая база объектов, хорошие бюджеты на рекламу и множество других бонусов!     РАБОТА С НАМИ - ЭТО ИНТЕРЕСНО И ПЕРСПЕКТИВНО! ПРИСОЕДИНЯЙТЕСЬ К КОМАНДЕ!                                     Софинансирование                         обучения        Стипендия на время обучения** условия в городах могут отличаться        Зарплата без потолка        Возможность продвигать свои проекты        Быстрый карьерный рост        Стабильность      Ключевые навыкиКоммуникабельностьГибкостьВедение переговоровГрамотная речьОриентация на результатМобильностьКлиентоориентированностьОбучение и развитиеЗаключение договоровПоиск и привлечение клиентовТелефонные переговорыНавыки продажСтрессоустойчивостьЦелеустремленностьПрямые продажиКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдреспосёлок городского типа Волоконовка, улица Ленина, 18Показать на большой карте","посёлок городского типа Волоконовка, улица Ленина, 18",https://hh.ru/vacancy/79366163,['специалист по данным'],Вакансия опубликована 16 мая 2023 в Волоконовке
79366216,ООО Vostock Capital (UK) Ltd,Проектный менеджер (продюсер мероприятий на рынок Латинской Америки),от 60 000 руб. на руки,True,60000.0,60000.0,не требуется,"Полная занятость, удаленная работа","['Ведение переговоров', 'Работа в команде', 'Управление проектами', 'Английский язык', 'Поиск и привлечение клиентов', 'Тайм-менеджмент', 'переговоры с первыми лицами компаний', 'Навыки презентации', 'Навыки переговоров', 'Аналитическое мышление', 'Деловая коммуникация', 'Английский\xa0— C1 — Продвинутый', 'Испанский\xa0— C1 — Продвинутый']","В связи с расширением бизнеса и увеличением количества проектов, в Британской компания Vostock Capital в г. Санкт-Петербург открыта позиция Проектного менеджера (продюсера мероприятий на рынок ЛА). Обязанности: 1. Проведение аналитического исследования рынка и поиск актуальных тем в рамках заданной стратегии мероприятий; 2. Составление программных сессий в рамках общей программы форума; 3. Поиск и подбор докладчиков на выступление в программных сессиях форума; 4. Ведение переговоров с докладчиками с целью привлечения выступить в сессиях форума. Основная задача – привлечение спикеров для выступления на форумах, составление программ деловых мероприятий, аналитика рынков. Требования: • Обязательно наличие высшего образования; • Опыт работы на аналогичной позиции от 1 года(готовы рассмотреть и без опыта); • Опыт работы и ведения переговоров с первыми лицами компаний от 1,5 лет; • Владение английским языком + испанским языком обязательно! • Опыт в продажах будет являться Вашим преимуществом! Личностные качества: • Умение анализировать и систематизировать информацию, проводить исследования рынка; • Умение вести переговоры с первыми лицами компаний; • Трудолюбие; • Ответственность; • Быстрая обучаемость; • Высокий уровень самоорганизации; • Стрессоустойчивость; • Позитивное отношение к жизни. Условия: • В настоящее время работа удаленная (возможны командировки, примерно раз в квартал); График работы 5/2 с 16:00 до 24:00 Мск (Работа с Латинской Америкой); • Работа в динамичной компании, нацеленной на постоянный рост и развитие; • Уровень заработной платы: от 45000 на период испытательного срока, после испытательного срока 50000 по результатам работы; • Своевременная выплата заработной платы; • Готовая база данных, более 30000 контактов + регулярное ее пополнение; • Отличный, позитивный коллектив; • Карьерный рост. Инициатива, креатив и преданность делу не остаются не замеченными  Ключевые навыкиВедение переговоровРабота в командеУправление проектамиАнглийский языкПоиск и привлечение клиентовТайм-менеджментпереговоры с первыми лицами компанийНавыки презентацииНавыки переговоровАналитическое мышлениеДеловая коммуникацияАнглийский — C1 — ПродвинутыйИспанский — C1 — ПродвинутыйКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопрос",,https://hh.ru/vacancy/79366216,['аналитик данных'],Вакансия опубликована 19 мая 2023 в Санкт-Петербурге
79366281,Этажи Центр,Специалист по недвижимости,от 60 000 руб. на руки,True,60000.0,60000.0,не требуется,"Полная занятость, полный день","['Коммуникабельность', 'Стрессоустойчивость', 'Инициативность', 'Активные продажи', 'Ведение переговоров', 'Поиск и привлечение клиентов', 'Прямые продажи', 'Навыки продаж', 'Планирование продаж', 'Деловое общение', 'Холодные продажи', 'Работа в команде', 'Телефонные переговоры', 'Заключение договоров']","                        Этажи - лидер рынка недвижимости России                 *            лет на рынке недвижимости                лучших работодателей России **      сотрудников по сети              франшиз Forbes Russia    * по данным ПАО «Сбербанка» ** Топ-100 лучших работодателей России c 2014 года по версии hh.ru    Компания Этажи - лидер на рынке недвижимости по количеству сделок в год по данным ПАО Сбербанк и ПАО ВТБ24. Уже более 22 лет мы предоставляем клиентам качественный сервис от специалистов по недвижимости, юридической службы, ипотечного отдела, банков-партнеров в одном офисе. Мы привлекаем клиентов надежной репутацией и высокими стандартами качества более, чем в 220 ГОРОДАХ РОССИИ, БЛИЖНЕГО ЗАРУБЕЖЬЯ И ЕВРОПЫ.Сегодня «Этажи» - это лидирующая компания на рынке недвижимости, которая делает акцент на двух вещах: на «правильных» людях и высоких технологиях. Так же мы - один из лучших работодателей России (рейтинг работодателей сайта HeadHunter), 18 место в рейтинге лучших работодателей по версии «Коммерсант». Мы продолжаем активно развиваться и расширяем команду, именно поэтому у нас открыта вакансия ""Специалист по недвижимости"". ВАМ ПРЕДСТОИТ:   Работать в стабильной компании на перспективном рынке, где нет случайных продаж;   Проводить анализ рынка и объектов недвижимости;   Осуществлять подбор вариантов, проводить предварительную оценку недвижимости;   Организовывать сделки с недвижимостью в интересах клиентов;   Поддерживать долгосрочные профессиональные отношения с клиентами и привлекать новых.   МЫ ИЩЕМ:   Ответственного коллегу, нацеленного на результат; способного работать в режиме многозадачности и с большими объемами информации;   Сотрудника с активной жизненной позицией и с убедительной коммуникацией;   Опыт работы в продажах и сфере недвижимости необязателен, ведь мы обучаем с нуля, но будет Вашим преимуществом.   МЫ ПРЕДЛАГАЕМ:   Работу в сфере, которая всегда будет актуальна, и поддерживается государством;   Стипендию на период испытательного срока;   Высокий % с каждой сделки (выплата в день сделки), без потолка по заработной плате;   Бесплатное вводное обучение; процесс адаптации и ввода в должность осуществляется под контролем опытного наставника (в течение 2-х месяцев);   Сопровождение сделок опытным юристом, ипотечным брокером; а также службой маркетинга и рекламы;   Комфортный офис в центре города;   В это непростое время мы готовы трудоустроить и помочь опытным специалистам из других агентств, которые сейчас находятся в тяжелом положении. У нас самая большая база объектов, хорошие бюджеты на рекламу и множество других бонусов!     РАБОТА С НАМИ - ЭТО ИНТЕРЕСНО И ПЕРСПЕКТИВНО! ПРИСОЕДИНЯЙТЕСЬ К КОМАНДЕ!                                     Софинансирование                         обучения        Стипендия на время обучения** условия в городах могут отличаться        Зарплата без потолка        Возможность продвигать свои проекты        Быстрый карьерный рост        Стабильность      Ключевые навыкиКоммуникабельностьСтрессоустойчивостьИнициативностьАктивные продажиВедение переговоровПоиск и привлечение клиентовПрямые продажиНавыки продажПланирование продажДеловое общениеХолодные продажиРабота в командеТелефонные переговорыЗаключение договоровКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресБирюч, улица Карла Маркса, 4Показать на большой карте","Бирюч, улица Карла Маркса, 4",https://hh.ru/vacancy/79366281,['специалист по данным'],Вакансия опубликована 16 мая 2023 в Бирюче
79366865,ООО ВсеИнструменты.ру,Младший специалист склада,от 36 000 руб. на руки,True,36000.0,36000.0,не требуется,"Полная занятость, полный день","['Ориентация на результат', 'Грамотность', 'Поиск информации в интернет', 'Навыки межличностного общения']","    Компания Команда мечты, в которой хочется работать    ВсеИнструменты.ру – это Всё для дома, дачи, стройки и ремонта. Сегодня за нашими плечами 16 лет развития, роста и результата. Благодаря нашим сотрудникам, мы входим в ТОП-10 крупнейших интернет-магазинов России и возглавляем рейтинг e-commerce игроков (№1) в категории «Дом, дача, строительство и ремонт» (рейтинг Data Insight). Наша команда — это более 7000 счастливых сотрудников. Также у нас 8 место в России по индексу лояльности сотрудников и мы входи в TOП-20 рейтинга «Лучших работодателей России» (крупнейшие компании). Нам по пути, если ты:   Согласен, что клиент платит нам зарплату, поэтому стремишься к высокому клиентскому сервису и работаешь на 5 +;   Умеешь работать эффективно, сохраняя доброжелательный настрой;   Стремишься к развитию и хочешь расти карьерно.   Обязанности:  Прием товара; Погрузка товара; Активность, физическая выносливость.  Наши условия:  Работа в крупнейшей e-commerce компании, лидер рынка DIY; Полностью белая и своевременная заработная плата; График 2/2 с 9.00 до 21.00 (в выходные с 9.00 до 20.00); ДМС для сотрудников; Спортивная политика: 70% оплаты спорта; Официальное трудоустройство с первого дня работы, оплата больничных и отпусков - в соответствии с ТК РФ; Карьерный рост по результатам работы; Постоянное обучение и развитие, собственный Корпоративный университет; Общение внутри компании ""без галстуков""; Отсутствие всех видов штрафов; Драйвовые корпоративные мероприятия для сотрудников и их семей за счет компании; В целях обеспечения безопасных условий труда сотрудникам выдаются СИЗ.  Хочешь стать частью нашей команды профессионалов? Тогда ждем твой отклик и личного знакомства!      10  причин, почему выбирают именно нас      Возможности для развития и карьерного роста    Официальное трудоустройств с первого дня    Достойный уровень зарплаты и своевременные выплаты    Компенсация 70% от покупки абонемента в спортзал    Крутые активности и улетные корпоративы    Общение внутри компании «без галстуков»    Полный соцпакет с отпусками и больничными    Обучение в Корпоративном университете    Отсутствие всех видов штрафов    ДМСдля сотрудников и их родственников       Есть чем гордиться    в ежегодном рейтинге DIY Retail Russia по результатам информацион­ного агентства INFOLine 2020 год    в рейтинге лучших работодателей России по версии HeadHunter 2021 год    по индексу лояльности сотрудников в России 2020 год    в списке Forbes самых дорогих компаний Рунета 2015 год     Ключевые навыкиОриентация на результатГрамотностьПоиск информации в интернетНавыки межличностного общенияКонтактная информацияПоказать контактыЗадайте вопрос работодателюОн получит его с откликом на вакансиюГде располагается место работы?Какой график работы?Вакансия открыта?Какая оплата труда?Как с вами связаться?Другой вопросАдресНижний Новгород, Автозаводская, Двигатель Революции, Пролетарская, Суздальская улица, 70Показать на большой карте","Нижний Новгород, Автозаводская, Двигатель Революции, Пролетарская, Суздальская улица, 70",https://hh.ru/vacancy/79366865,['data'],Вакансия опубликована 16 мая 2023 в Нижнем Новгороде
